#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery
#Serial Number: SN:210244631383
#Date Time: 2018-02-26 11:23:44.322
#Trigger:Source: Channel 1Type: EdgeCondition: RisingLevel: 0 VHyst.: AutoHoldOff: 0 s
#Channel 1: Range: 200 mV/div Offset: -1 V

Time (s),Channel 1 (V)
-29.999999999999996,0.97524956861149936
-29.992499999999996,0.95852709277184311
-29.984999999999999,0.95685484518787833
-29.977499999999999,0.95585149663749902
-29.969999999999999,0.95417924905353346
-29.962499999999999,0.9525070014695679
-29.954999999999998,0.95183810243598166
-29.947499999999998,0.94983140533522303
-29.939999999999998,0.94815915775125748
-29.932499999999997,0.94615246065049874
-29.924999999999997,0.94381131403294705
-29.917499999999997,0.94180461693218831
-29.909999999999997,0.94046681886501593
-29.902499999999996,0.93946347031463662
-29.895,0.55083313180104221
-29.887499999999999,0.45819061564935071
-29.879999999999999,0.45785616613255753
-29.872499999999999,0.45852506516614377
-29.864999999999998,0.45919396419973002
-29.857499999999998,0.45885951468293684
-29.849999999999998,0.45919396419973002
-29.842499999999998,0.45919396419973002
-29.834999999999997,0.45952841371652309
-29.827499999999997,0.45885951468293684
-29.819999999999997,0.45952841371652309
-29.812499999999996,0.45919396419973002
-29.804999999999996,0.45819061564935132
-29.797499999999999,0.45952841371652309
-29.789999999999999,0.45885951468293684
-29.782499999999999,0.45919396419973002
-29.774999999999999,0.45885951468293684
-29.767499999999998,0.45952841371652309
-29.759999999999998,0.45919396419973002
-29.752499999999998,0.45952841371652309
-29.744999999999997,0.45952841371652309
-29.737499999999997,0.45919396419973002
-29.729999999999997,0.45919396419973002
-29.722499999999997,0.45819061564935071
-29.714999999999996,0.45819061564935071
-29.7075,0.45852506516614377
-29.699999999999999,0.45852506516614377
-29.692499999999999,0.45852506516614377
-29.684999999999999,0.45952841371652309
-29.677499999999998,0.45919396419973002
-29.669999999999998,0.45919396419973002
-29.662499999999998,0.45952841371652309
-29.654999999999998,0.45919396419973002
-29.647499999999997,0.45919396419973002
-29.639999999999997,0.45919396419973002
-29.632499999999997,0.45952841371652309
-29.624999999999996,0.45885951468293684
-29.617499999999996,0.45919396419972985
-29.609999999999999,0.45885951468293684
-29.602499999999999,0.46019731275010933
-29.594999999999999,0.46019731275010933
-29.587499999999999,0.45986286323331627
-29.579999999999998,0.45919396419973002
-29.572499999999998,0.45919396419973002
-29.564999999999998,0.45986286323331627
-29.557499999999997,0.45919396419973002
-29.549999999999997,0.45952841371652309
-29.542499999999997,0.45952841371652309
-29.534999999999997,0.46019731275010933
-29.527499999999996,0.46019731275010933
-29.52,0.45986286323331627
-29.512499999999999,0.46086621178369558
-29.504999999999999,0.46086621178369558
-29.497499999999999,0.46120066130048865
-29.489999999999998,0.46120066130048865
-29.482499999999998,0.46153511081728171
-29.474999999999998,0.46120066130048865
-29.467499999999998,0.46186956033407489
-29.459999999999997,0.46220400985086796
-29.452499999999997,0.4628729088844542
-29.444999999999997,0.46354180791804045
-29.437499999999996,0.46320735840124727
-29.429999999999996,0.46421070695162642
-29.422499999999999,0.46354180791804045
-29.414999999999999,0.46387625743483352
-29.407499999999999,0.46554850501879907
-29.399999999999999,0.46688630308597157
-29.392499999999998,0.46688630308597157
-29.384999999999998,0.4675552021195577
-29.377499999999998,0.46855855066993712
-29.369999999999997,0.47023079825390268
-29.362499999999997,0.47056524777069575
-29.354999999999997,0.47223749535466131
-29.347499999999997,0.47290639438824755
-29.339999999999996,0.95819264325505071
-29.3325,0.96187158793977501
-29.324999999999999,0.96120268890618876
-29.317499999999999,0.95986489083901627
-29.309999999999999,0.95852709277184389
-29.302499999999998,0.95752374422146458
-29.294999999999998,0.95618594615429209
-29.287499999999998,0.9548481480871196
-29.279999999999998,0.95351035001994722
-29.272499999999997,0.9525070014695679
-29.264999999999997,0.9501658548520161
-29.257499999999997,0.94882805678484361
-29.249999999999996,0.94682135968408498
-29.242499999999996,0.94514911210011854
-29.234999999999999,0.9431424149993608
-29.227499999999999,0.94046681886501593
-29.219999999999999,0.93879457128105037
-29.212499999999999,0.6026728069039744
-29.204999999999998,0.45785616613255753
-29.197499999999998,0.45852506516614377
-29.189999999999998,0.45819061564935071
-29.182499999999997,0.45819061564935071
-29.174999999999997,0.45752171661576446
-29.167499999999997,0.45852506516614377
-29.159999999999997,0.45785616613255753
-29.152499999999996,0.45819061564935071
-29.145,0.45852506516614377
-29.137499999999999,0.45852506516614377
-29.129999999999999,0.45852506516614377
-29.122499999999999,0.45952841371652309
-29.114999999999998,0.45852506516614377
-29.107499999999998,0.45885951468293684
-29.099999999999998,0.45852506516614377
-29.092499999999998,0.45885951468293684
-29.084999999999997,0.45885951468293684
-29.077499999999997,0.45885951468293684
-29.069999999999997,0.45885951468293684
-29.062499999999996,0.45852506516614377
-29.054999999999996,0.45885951468293668
-29.047499999999999,0.45852506516614377
-29.039999999999999,0.45852506516614377
-29.032499999999999,0.45852506516614377
-29.024999999999999,0.45852506516614377
-29.017499999999998,0.45919396419973002
-29.009999999999998,0.45919396419973002
-29.002499999999998,0.46019731275010933
-28.994999999999997,0.45919396419973002
-28.987499999999997,0.45952841371652309
-28.979999999999997,0.45919396419973002
-28.972499999999997,0.45919396419973002
-28.964999999999996,0.45919396419973002
-28.9575,0.45852506516614377
-28.949999999999999,0.45885951468293684
-28.942499999999999,0.45852506516614377
-28.934999999999999,0.45852506516614377
-28.927499999999998,0.45885951468293684
-28.919999999999998,0.45919396419973002
-28.912499999999998,0.45885951468293684
-28.904999999999998,0.45852506516614377
-28.897499999999997,0.45852506516614377
-28.889999999999997,0.45852506516614377
-28.882499999999997,0.45885951468293684
-28.874999999999996,0.45885951468293684
-28.8675,0.45986286323331582
-28.859999999999999,0.46019731275010933
-28.852499999999999,0.46019731275010933
-28.844999999999999,0.45919396419973002
-28.837499999999999,0.45986286323331627
-28.829999999999998,0.45986286323331627
-28.822499999999998,0.4605317622669024
-28.814999999999998,0.46120066130048865
-28.807499999999997,0.46086621178369558
-28.799999999999997,0.46086621178369558
-28.792499999999997,0.46120066130048865
-28.784999999999997,0.46186956033407489
-28.777499999999996,0.46320735840124727
-28.77,0.46354180791804045
-28.762499999999999,0.4628729088844542
-28.754999999999999,0.46421070695162669
-28.747499999999999,0.46454515646841976
-28.739999999999998,0.46554850501879907
-28.732499999999998,0.46788965163635088
-28.724999999999998,0.46922744970352326
-28.717499999999998,0.46889300018673019
-28.709999999999997,0.46889300018673019
-28.702499999999997,0.47156859632107506
-28.694999999999997,0.47223749535466131
-28.687499999999996,0.47457864197221311
-28.68,0.55718767262007385
-28.672499999999999,0.96287493649015432
-28.664999999999999,0.96187158793977501
-28.657499999999999,0.96053378987260252
-28.649999999999999,0.9595304413222232
-28.642499999999998,0.95852709277184389
-28.634999999999998,0.95752374422146458
-28.627499999999998,0.95618594615429209
-28.619999999999997,0.95451369857032653
-28.612499999999997,0.9525070014695679
-28.604999999999997,0.95150365291918859
-28.597499999999997,0.94983140533522303
-28.589999999999996,0.94815915775125748
-28.5825,0.94581801113370567
-28.574999999999999,0.94414576354974011
-28.567499999999999,0.94213906644898149
-28.559999999999999,0.94046681886501593
-28.552499999999998,0.93645342466349857
-28.544999999999998,0.77223871191808136
-28.537499999999998,0.45852506516614377
-28.529999999999998,0.45885951468293684
-28.522499999999997,0.45885951468293684
-28.514999999999997,0.45952841371652309
-28.507499999999997,0.45885951468293684
-28.499999999999996,0.45919396419973002
-28.4925,0.45852506516614405
-28.484999999999999,0.45919396419973002
-28.477499999999999,0.45852506516614377
-28.469999999999999,0.45952841371652309
-28.462499999999999,0.45919396419973002
-28.454999999999998,0.45919396419973002
-28.447499999999998,0.45885951468293684
-28.439999999999998,0.45852506516614377
-28.432499999999997,0.45919396419973002
-28.424999999999997,0.45919396419973002
-28.417499999999997,0.45952841371652309
-28.409999999999997,0.45919396419973002
-28.402499999999996,0.45919396419973002
-28.395,0.45919396419973002
-28.387499999999999,0.45919396419973002
-28.379999999999999,0.45986286323331627
-28.372499999999999,0.45952841371652309
-28.364999999999998,0.45952841371652309
-28.357499999999998,0.45885951468293684
-28.349999999999998,0.45919396419973002
-28.342499999999998,0.45885951468293684
-28.334999999999997,0.45952841371652309
-28.327499999999997,0.45919396419973002
-28.319999999999997,0.45819061564935071
-28.312499999999996,0.45819061564935071
