Model,DPO3012
Firmware Version,2.16

Point Format,Y,,,Point Format,Y
Horizontal Units,S,,,Horizontal Units,S
Horizontal Scale,0.0002,,,Horizontal Scale,0.01
Sample Interval,2e-07,,,Sample Interval,1e-05
Record Length,10000,,,Record Length,10000
Gating,0.0% to 100.0%,0.0% to 100.0%,,Gating,0.0% to 100.0%
Probe Attenuation,1,1,,Probe Attenuation,1
Vertical Units,V,V,,Vertical Units,V
Vertical Offset,0,0,,Vertical Offset,0
Vertical Scale,0.5,0.5,,Vertical Scale,0.5
Label,,,,Label,
TIME,CH1,CH2,,TIME,REF1
-7.028e-04,0.41,1,,-3.5140e-02,1.26
-7.026e-04,0.49,0.98,,-3.5130e-02,1.3
-7.024e-04,0.51,1.02,,-3.5120e-02,1.28
-7.022e-04,0.53,1,,-3.5110e-02,1.28
-7.020e-04,0.49,1.02,,-3.5100e-02,1.28
-7.018e-04,0.47,1,,-3.5090e-02,1.28
-7.016e-04,0.49,0.98,,-3.5080e-02,1.26
-7.014e-04,0.49,1,,-3.5070e-02,1.28
-7.012e-04,0.51,1,,-3.5060e-02,1.3
-7.010e-04,0.49,1.02,,-3.5050e-02,1.26
-7.008e-04,0.45,0.98,,-3.5040e-02,1.28
-7.006e-04,0.49,1,,-3.5030e-02,1.3
-7.004e-04,0.47,1,,-3.5020e-02,1.28
-7.002e-04,0.49,0.98,,-3.5010e-02,1.3
-7.000e-04,0.47,0.98,,-3.5000e-02,1.28
-6.998e-04,0.53,0.96,,-3.4990e-02,1.28
-6.996e-04,0.49,0.96,,-3.4980e-02,1.28
-6.994e-04,0.49,0.98,,-3.4970e-02,1.26
-6.992e-04,0.45,1.02,,-3.4960e-02,1.26
-6.990e-04,0.49,1,,-3.4950e-02,1.32
-6.988e-04,0.45,0.96,,-3.4940e-02,1.28
-6.986e-04,0.47,0.96,,-3.4930e-02,1.26
-6.984e-04,0.53,1,,-3.4920e-02,1.32
-6.982e-04,0.49,0.98,,-3.4910e-02,1.28
-6.980e-04,0.47,0.96,,-3.4900e-02,1.28
-6.978e-04,0.49,1,,-3.4890e-02,1.3
-6.976e-04,0.45,1,,-3.4880e-02,1.28
-6.974e-04,0.43,1,,-3.4870e-02,1.3
-6.972e-04,0.47,0.96,,-3.4860e-02,1.28
-6.970e-04,0.47,0.92,,-3.4850e-02,1.3
-6.968e-04,0.51,0.96,,-3.4840e-02,1.28
-6.966e-04,0.49,0.96,,-3.4830e-02,1.28
-6.964e-04,0.47,0.92,,-3.4820e-02,1.28
-6.962e-04,0.47,0.92,,-3.4810e-02,1.3
-6.960e-04,0.51,0.94,,-3.4800e-02,1.3
-6.958e-04,0.49,0.96,,-3.4790e-02,1.28
-6.956e-04,0.49,0.96,,-3.4780e-02,1.28
-6.954e-04,0.49,0.96,,-3.4770e-02,1.3
-6.952e-04,0.49,0.92,,-3.4760e-02,1.28
-6.950e-04,0.51,0.94,,-3.4750e-02,1.28
-6.948e-04,0.45,0.92,,-3.4740e-02,1.28
-6.946e-04,0.45,0.9,,-3.4730e-02,1.28
-6.944e-04,0.47,0.92,,-3.4720e-02,1.26
-6.942e-04,0.47,0.88,,-3.4710e-02,1.28
-6.940e-04,0.47,0.92,,-3.4700e-02,1.28
-6.938e-04,0.45,0.94,,-3.4690e-02,1.28
-6.936e-04,0.51,0.94,,-3.4680e-02,1.3
-6.934e-04,0.51,0.92,,-3.4670e-02,1.28
-6.932e-04,0.53,0.9,,-3.4660e-02,1.28
-6.930e-04,0.53,0.9,,-3.4650e-02,1.3
-6.928e-04,0.49,0.9,,-3.4640e-02,1.28
-6.926e-04,0.47,0.92,,-3.4630e-02,1.3
-6.924e-04,0.49,0.86,,-3.4620e-02,1.28
-6.922e-04,0.49,0.88,,-3.4610e-02,1.28
-6.920e-04,0.47,0.92,,-3.4600e-02,1.28
-6.918e-04,0.45,0.88,,-3.4590e-02,1.3
-6.916e-04,0.47,0.9,,-3.4580e-02,1.28
-6.914e-04,0.47,0.9,,-3.4570e-02,1.28
-6.912e-04,0.47,0.9,,-3.4560e-02,1.26
-6.910e-04,0.47,0.88,,-3.4550e-02,1.28
-6.908e-04,0.47,0.9,,-3.4540e-02,1.3
-6.906e-04,0.47,0.9,,-3.4530e-02,1.28
-6.904e-04,0.49,0.9,,-3.4520e-02,1.32
-6.902e-04,0.49,0.9,,-3.4510e-02,1.3
-6.900e-04,0.47,0.86,,-3.4500e-02,1.28
-6.898e-04,0.49,0.86,,-3.4490e-02,1.28
-6.896e-04,0.45,0.86,,-3.4480e-02,1.28
-6.894e-04,0.49,0.88,,-3.4470e-02,1.28
-6.892e-04,0.47,0.86,,-3.4460e-02,1.28
-6.890e-04,0.45,0.84,,-3.4450e-02,1.28
-6.888e-04,0.47,0.86,,-3.4440e-02,1.28
-6.886e-04,0.45,0.84,,-3.4430e-02,1.3
-6.884e-04,0.43,0.82,,-3.4420e-02,1.32
-6.882e-04,0.45,0.8,,-3.4410e-02,1.28
-6.880e-04,0.47,0.82,,-3.4400e-02,1.28
-6.878e-04,0.45,0.8,,-3.4390e-02,1.28
-6.876e-04,0.45,0.82,,-3.4380e-02,1.28
-6.874e-04,1.49,0.84,,-3.4370e-02,1.26
-6.872e-04,1.53,0.86,,-3.4360e-02,1.28
-6.870e-04,1.49,0.84,,-3.4350e-02,1.28
-6.868e-04,1.53,0.86,,-3.4340e-02,1.3
-6.866e-04,1.51,0.86,,-3.4330e-02,1.3
-6.864e-04,1.49,0.84,,-3.4320e-02,1.28
-6.862e-04,1.51,0.84,,-3.4310e-02,1.28
-6.860e-04,1.51,0.82,,-3.4300e-02,1.3
-6.858e-04,1.49,0.84,,-3.4290e-02,1.28
-6.856e-04,1.49,0.84,,-3.4280e-02,1.28
-6.854e-04,1.51,0.86,,-3.4270e-02,1.26
-6.852e-04,1.49,0.86,,-3.4260e-02,1.26
-6.850e-04,1.49,0.86,,-3.4250e-02,1.26
-6.848e-04,1.49,0.86,,-3.4240e-02,1.28
-6.846e-04,1.49,0.92,,-3.4230e-02,1.28
-6.844e-04,1.45,0.9,,-3.4220e-02,1.28
-6.842e-04,1.47,0.88,,-3.4210e-02,1.3
-6.840e-04,1.47,0.88,,-3.4200e-02,1.3
-6.838e-04,1.51,0.88,,-3.4190e-02,1.28
-6.836e-04,1.49,0.86,,-3.4180e-02,1.3
-6.834e-04,1.51,0.88,,-3.4170e-02,1.28
-6.832e-04,1.51,0.86,,-3.4160e-02,1.28
-6.830e-04,1.45,0.84,,-3.4150e-02,1.32
-6.828e-04,1.47,0.86,,-3.4140e-02,1.28
-6.826e-04,1.43,0.86,,-3.4130e-02,1.26
-6.824e-04,1.47,0.86,,-3.4120e-02,1.26
-6.822e-04,1.47,0.82,,-3.4110e-02,1.28
-6.820e-04,1.43,0.86,,-3.4100e-02,1.3
-6.818e-04,1.51,0.9,,-3.4090e-02,1.26
-6.816e-04,1.49,0.92,,-3.4080e-02,1.3
-6.814e-04,1.53,0.92,,-3.4070e-02,1.32
-6.812e-04,1.51,0.86,,-3.4060e-02,1.28
-6.810e-04,1.51,0.88,,-3.4050e-02,1.28
-6.808e-04,1.49,0.9,,-3.4040e-02,1.28
-6.806e-04,1.49,0.92,,-3.4030e-02,1.28
-6.804e-04,1.45,0.88,,-3.4020e-02,1.3
-6.802e-04,1.51,0.9,,-3.4010e-02,1.26
-6.800e-04,1.45,0.94,,-3.4000e-02,1.28
-6.798e-04,1.45,0.96,,-3.3990e-02,1.28
-6.796e-04,1.51,0.94,,-3.3980e-02,1.28
-6.794e-04,1.51,0.9,,-3.3970e-02,1.3
-6.792e-04,1.51,0.96,,-3.3960e-02,1.32
-6.790e-04,1.49,0.94,,-3.3950e-02,1.26
-6.788e-04,1.47,0.92,,-3.3940e-02,1.3
-6.786e-04,1.49,0.96,,-3.3930e-02,1.28
-6.784e-04,1.47,0.96,,-3.3920e-02,1.3
-6.782e-04,1.47,0.9,,-3.3910e-02,1.28
-6.780e-04,1.45,0.86,,-3.3900e-02,1.3
-6.778e-04,1.45,0.92,,-3.3890e-02,1.28
-6.776e-04,1.47,0.92,,-3.3880e-02,1.28
-6.774e-04,1.45,0.96,,-3.3870e-02,1.28
-6.772e-04,1.49,0.92,,-3.3860e-02,1.3
-6.770e-04,1.51,0.92,,-3.3850e-02,1.3
-6.768e-04,1.55,0.92,,-3.3840e-02,1.28
-6.766e-04,1.49,0.96,,-3.3830e-02,1.28
-6.764e-04,1.51,0.98,,-3.3820e-02,1.3
-6.762e-04,1.47,0.96,,-3.3810e-02,1.28
-6.760e-04,1.47,0.98,,-3.3800e-02,1.28
-6.758e-04,1.47,0.96,,-3.3790e-02,1.28
-6.756e-04,1.45,0.96,,-3.3780e-02,1.28
-6.754e-04,1.47,1,,-3.3770e-02,1.28
-6.752e-04,1.51,0.98,,-3.3760e-02,1.3
-6.750e-04,1.49,1,,-3.3750e-02,1.26
-6.748e-04,1.47,1,,-3.3740e-02,1.28
-6.746e-04,1.51,0.96,,-3.3730e-02,1.3
-6.744e-04,1.51,0.98,,-3.3720e-02,1.28
-6.742e-04,1.47,0.96,,-3.3710e-02,1.28
-6.740e-04,1.47,0.96,,-3.3700e-02,1.28
-6.738e-04,1.43,1,,-3.3690e-02,1.28
-6.736e-04,1.43,0.98,,-3.3680e-02,1.28
-6.734e-04,1.47,0.94,,-3.3670e-02,1.24
-6.732e-04,1.53,1,,-3.3660e-02,1.34
-6.730e-04,1.49,0.98,,-3.3650e-02,1.3
-6.728e-04,1.51,1,,-3.3640e-02,1.28
-6.726e-04,1.55,1.02,,-3.3630e-02,1.28
-6.724e-04,1.47,0.98,,-3.3620e-02,1.28
-6.722e-04,1.49,1,,-3.3610e-02,1.28
-6.720e-04,1.47,1,,-3.3600e-02,1.3
-6.718e-04,1.49,1.02,,-3.3590e-02,1.28
-6.716e-04,1.47,1,,-3.3580e-02,1.3
-6.714e-04,1.47,1.02,,-3.3570e-02,1.28
-6.712e-04,1.49,1.04,,-3.3560e-02,1.3
-6.710e-04,1.45,1.02,,-3.3550e-02,1.28
-6.708e-04,1.49,1.02,,-3.3540e-02,1.3
-6.706e-04,1.49,1.02,,-3.3530e-02,1.28
-6.704e-04,1.51,1.02,,-3.3520e-02,1.3
-6.702e-04,1.49,1.02,,-3.3510e-02,1.28
-6.700e-04,1.47,1.06,,-3.3500e-02,1.28
-6.698e-04,1.49,1.02,,-3.3490e-02,1.28
-6.696e-04,1.47,1.04,,-3.3480e-02,1.28
-6.694e-04,1.47,1.02,,-3.3470e-02,1.32
-6.692e-04,1.47,1.02,,-3.3460e-02,1.28
-6.690e-04,1.49,1.02,,-3.3450e-02,1.24
-6.688e-04,1.49,1.04,,-3.3440e-02,1.3
-6.686e-04,1.51,1.04,,-3.3430e-02,1.3
-6.684e-04,1.47,1.02,,-3.3420e-02,1.28
-6.682e-04,1.47,1.02,,-3.3410e-02,1.3
-6.680e-04,1.49,1.06,,-3.3400e-02,1.3
-6.678e-04,1.43,1.04,,-3.3390e-02,1.28
-6.676e-04,1.49,1.08,,-3.3380e-02,1.26
-6.674e-04,1.47,1.04,,-3.3370e-02,1.32
-6.672e-04,1.51,1.06,,-3.3360e-02,1.28
-6.670e-04,1.49,1.06,,-3.3350e-02,1.32
-6.668e-04,1.49,1.06,,-3.3340e-02,1.28
-6.666e-04,1.51,1.06,,-3.3330e-02,1.28
-6.664e-04,1.49,1.04,,-3.3320e-02,1.28
-6.662e-04,1.45,1.06,,-3.3310e-02,1.28
-6.660e-04,1.47,1.04,,-3.3300e-02,1.3
-6.658e-04,1.45,1.06,,-3.3290e-02,1.3
-6.656e-04,1.45,1.04,,-3.3280e-02,1.24
-6.654e-04,1.49,1.08,,-3.3270e-02,1.28
-6.652e-04,1.49,1.06,,-3.3260e-02,1.3
-6.650e-04,1.45,1.06,,-3.3250e-02,1.3
-6.648e-04,1.47,1.08,,-3.3240e-02,1.28
-6.646e-04,1.47,1.08,,-3.3230e-02,1.3
-6.644e-04,1.47,1.06,,-3.3220e-02,1.3
-6.642e-04,1.49,1.1,,-3.3210e-02,1.26
-6.640e-04,1.47,1.06,,-3.3200e-02,1.28
-6.638e-04,1.49,1.1,,-3.3190e-02,1.32
-6.636e-04,1.51,1.12,,-3.3180e-02,1.3
-6.634e-04,1.49,1.1,,-3.3170e-02,1.28
-6.632e-04,1.45,1.06,,-3.3160e-02,1.26
-6.630e-04,1.49,1.06,,-3.3150e-02,1.3
-6.628e-04,1.43,1.12,,-3.3140e-02,1.28
-6.626e-04,1.49,1.1,,-3.3130e-02,1.3
-6.624e-04,1.47,1.08,,-3.3120e-02,1.28
-6.622e-04,1.47,1.06,,-3.3110e-02,1.26
-6.620e-04,1.51,1.1,,-3.3100e-02,1.3
-6.618e-04,1.47,1.1,,-3.3090e-02,1.3
-6.616e-04,1.49,1.12,,-3.3080e-02,1.28
-6.614e-04,1.49,1.12,,-3.3070e-02,1.24
-6.612e-04,1.51,1.12,,-3.3060e-02,1.32
-6.610e-04,1.49,1.1,,-3.3050e-02,1.28
-6.608e-04,1.47,1.1,,-3.3040e-02,1.28
-6.606e-04,1.49,1.1,,-3.3030e-02,1.28
-6.604e-04,1.53,1.14,,-3.3020e-02,1.3
-6.602e-04,1.49,1.12,,-3.3010e-02,1.26
-6.600e-04,1.51,1.16,,-3.3000e-02,1.28
-6.598e-04,1.51,1.16,,-3.2990e-02,1.28
-6.596e-04,1.49,1.1,,-3.2980e-02,1.28
-6.594e-04,1.47,1.12,,-3.2970e-02,1.3
-6.592e-04,1.49,1.12,,-3.2960e-02,1.3
-6.590e-04,1.47,1.14,,-3.2950e-02,1.28
-6.588e-04,1.51,1.18,,-3.2940e-02,1.28
-6.586e-04,1.49,1.18,,-3.2930e-02,1.28
-6.584e-04,1.49,1.16,,-3.2920e-02,1.28
-6.582e-04,1.49,1.18,,-3.2910e-02,1.3
-6.580e-04,1.53,1.16,,-3.2900e-02,1.28
-6.578e-04,1.49,1.18,,-3.2890e-02,1.3
-6.576e-04,1.49,1.14,,-3.2880e-02,1.3
-6.574e-04,1.49,1.18,,-3.2870e-02,1.28
-6.572e-04,1.47,1.12,,-3.2860e-02,1.3
-6.570e-04,1.45,1.12,,-3.2850e-02,1.28
-6.568e-04,1.49,1.16,,-3.2840e-02,1.3
-6.566e-04,1.45,1.16,,-3.2830e-02,1.28
-6.564e-04,1.45,1.16,,-3.2820e-02,1.28
-6.562e-04,0.47,1.18,,-3.2810e-02,1.28
-6.560e-04,0.47,1.16,,-3.2800e-02,1.28
-6.558e-04,0.49,1.18,,-3.2790e-02,1.28
-6.556e-04,0.49,1.2,,-3.2780e-02,1.28
-6.554e-04,0.49,1.16,,-3.2770e-02,1.28
-6.552e-04,0.47,1.18,,-3.2760e-02,1.28
-6.550e-04,0.53,1.18,,-3.2750e-02,1.28
-6.548e-04,0.49,1.18,,-3.2740e-02,1.26
-6.546e-04,0.47,1.16,,-3.2730e-02,1.28
-6.544e-04,0.49,1.18,,-3.2720e-02,1.26
-6.542e-04,0.51,1.18,,-3.2710e-02,1.32
-6.540e-04,0.45,1.2,,-3.2700e-02,1.3
-6.538e-04,0.47,1.2,,-3.2690e-02,1.3
-6.536e-04,0.49,1.18,,-3.2680e-02,1.24
-6.534e-04,0.49,1.2,,-3.2670e-02,1.28
-6.532e-04,0.47,1.18,,-3.2660e-02,1.24
-6.530e-04,0.49,1.18,,-3.2650e-02,1.28
-6.528e-04,0.47,1.18,,-3.2640e-02,1.3
-6.526e-04,0.47,1.14,,-3.2630e-02,1.26
-6.524e-04,0.45,1.16,,-3.2620e-02,1.3
-6.522e-04,0.47,1.18,,-3.2610e-02,1.28
-6.520e-04,0.47,1.14,,-3.2600e-02,1.3
-6.518e-04,0.43,1.18,,-3.2590e-02,1.3
-6.516e-04,0.47,1.12,,-3.2580e-02,1.3
-6.514e-04,0.49,1.16,,-3.2570e-02,1.3
-6.512e-04,0.47,1.12,,-3.2560e-02,1.28
-6.510e-04,0.51,1.14,,-3.2550e-02,1.3
-6.508e-04,0.51,1.1,,-3.2540e-02,1.26
-6.506e-04,0.49,1.12,,-3.2530e-02,1.26
-6.504e-04,0.49,1.16,,-3.2520e-02,1.28
-6.502e-04,0.47,1.12,,-3.2510e-02,1.28
-6.500e-04,0.45,1.12,,-3.2500e-02,1.3
-6.498e-04,0.47,1.08,,-3.2490e-02,1.3
-6.496e-04,0.51,1.16,,-3.2480e-02,1.28
-6.494e-04,0.49,1.16,,-3.2470e-02,1.28
-6.492e-04,0.49,1.14,,-3.2460e-02,1.28
-6.490e-04,0.45,1.12,,-3.2450e-02,1.28
-6.488e-04,0.51,1.16,,-3.2440e-02,1.3
-6.486e-04,0.49,1.14,,-3.2430e-02,1.28
-6.484e-04,0.49,1.12,,-3.2420e-02,1.28
-6.482e-04,0.51,1.1,,-3.2410e-02,1.3
-6.480e-04,0.47,1.08,,-3.2400e-02,1.28
-6.478e-04,0.45,1.06,,-3.2390e-02,1.28
-6.476e-04,0.45,1.08,,-3.2380e-02,1.28
-6.474e-04,0.45,1.06,,-3.2370e-02,1.3
-6.472e-04,0.49,1.06,,-3.2360e-02,1.3
-6.470e-04,0.47,1.08,,-3.2350e-02,1.28
-6.468e-04,0.47,1.08,,-3.2340e-02,1.28
-6.466e-04,0.49,1.1,,-3.2330e-02,1.28
-6.464e-04,0.49,1.06,,-3.2320e-02,1.26
-6.462e-04,0.47,1.06,,-3.2310e-02,1.28
-6.460e-04,0.45,1.06,,-3.2300e-02,1.3
-6.458e-04,0.41,1.06,,-3.2290e-02,1.26
-6.456e-04,0.45,1.06,,-3.2280e-02,1.26
-6.454e-04,0.47,1.06,,-3.2270e-02,1.3
-6.452e-04,0.45,1.06,,-3.2260e-02,1.28
-6.450e-04,0.51,1.06,,-3.2250e-02,1.28
-6.448e-04,0.51,1.06,,-3.2240e-02,1.26
-6.446e-04,0.45,1.06,,-3.2230e-02,1.28
-6.444e-04,0.49,1.06,,-3.2220e-02,1.3
-6.442e-04,0.45,1.06,,-3.2210e-02,1.3
-6.440e-04,0.53,1.04,,-3.2200e-02,1.3
-6.438e-04,0.51,1.06,,-3.2190e-02,1.26
-6.436e-04,0.47,1.06,,-3.2180e-02,1.28
-6.434e-04,0.47,1.02,,-3.2170e-02,1.3
-6.432e-04,0.47,1.02,,-3.2160e-02,1.28
-6.430e-04,0.49,1.04,,-3.2150e-02,1.3
-6.428e-04,0.47,1.02,,-3.2140e-02,1.28
-6.426e-04,0.49,1.06,,-3.2130e-02,1.28
-6.424e-04,0.49,1.08,,-3.2120e-02,1.28
-6.422e-04,0.47,1.06,,-3.2110e-02,1.3
-6.420e-04,0.47,1.02,,-3.2100e-02,1.24
-6.418e-04,0.49,1.04,,-3.2090e-02,1.32
-6.416e-04,0.45,1.02,,-3.2080e-02,1.28
-6.414e-04,0.47,1.02,,-3.2070e-02,1.28
-6.412e-04,0.49,1.02,,-3.2060e-02,1.28
-6.410e-04,0.49,1.02,,-3.2050e-02,1.28
-6.408e-04,0.49,1.02,,-3.2040e-02,1.3
-6.406e-04,0.51,1.02,,-3.2030e-02,1.26
-6.404e-04,0.47,1.02,,-3.2020e-02,1.28
-6.402e-04,0.53,1,,-3.2010e-02,1.3
-6.400e-04,0.49,1.02,,-3.2000e-02,1.3
-6.398e-04,0.47,1.02,,-3.1990e-02,1.26
-6.396e-04,0.47,1.06,,-3.1980e-02,1.3
-6.394e-04,0.47,1.02,,-3.1970e-02,1.3
-6.392e-04,0.43,1,,-3.1960e-02,1.28
-6.390e-04,0.49,1.02,,-3.1950e-02,1.3
-6.388e-04,0.51,1,,-3.1940e-02,1.28
-6.386e-04,0.49,1,,-3.1930e-02,1.28
-6.384e-04,0.51,1.02,,-3.1920e-02,1.32
-6.382e-04,0.49,1.02,,-3.1910e-02,1.28
-6.380e-04,0.49,1,,-3.1900e-02,1.26
-6.378e-04,0.43,1,,-3.1890e-02,1.3
-6.376e-04,0.47,1,,-3.1880e-02,1.3
-6.374e-04,0.49,1,,-3.1870e-02,1.28
-6.372e-04,0.47,1,,-3.1860e-02,1.28
-6.370e-04,0.47,1,,-3.1850e-02,1.28
-6.368e-04,0.49,0.98,,-3.1840e-02,1.28
-6.366e-04,0.41,0.98,,-3.1830e-02,1.28
-6.364e-04,0.49,0.98,,-3.1820e-02,1.26
-6.362e-04,0.47,1,,-3.1810e-02,1.26
-6.360e-04,0.49,0.92,,-3.1800e-02,1.28
-6.358e-04,0.49,0.96,,-3.1790e-02,1.3
-6.356e-04,0.49,0.94,,-3.1780e-02,1.3
-6.354e-04,0.49,0.96,,-3.1770e-02,1.28
-6.352e-04,0.51,0.96,,-3.1760e-02,1.32
-6.350e-04,0.47,0.96,,-3.1750e-02,1.3
-6.348e-04,0.49,0.96,,-3.1740e-02,1.28
-6.346e-04,0.49,0.9,,-3.1730e-02,1.3
-6.344e-04,0.51,0.94,,-3.1720e-02,1.26
-6.342e-04,0.45,0.98,,-3.1710e-02,1.28
-6.340e-04,0.47,0.98,,-3.1700e-02,1.26
-6.338e-04,0.47,0.98,,-3.1690e-02,1.28
-6.336e-04,0.49,0.94,,-3.1680e-02,1.28
-6.334e-04,0.49,0.94,,-3.1670e-02,1.26
-6.332e-04,0.51,1,,-3.1660e-02,1.28
-6.330e-04,0.49,0.96,,-3.1650e-02,1.24
-6.328e-04,0.49,0.92,,-3.1640e-02,1.3
-6.326e-04,0.49,0.96,,-3.1630e-02,1.26
-6.324e-04,0.47,0.92,,-3.1620e-02,1.28
-6.322e-04,0.47,0.92,,-3.1610e-02,1.28
-6.320e-04,0.43,0.9,,-3.1600e-02,1.28
-6.318e-04,0.45,0.9,,-3.1590e-02,1.28
-6.316e-04,0.43,0.9,,-3.1580e-02,1.28
-6.314e-04,0.47,0.92,,-3.1570e-02,1.26
-6.312e-04,0.45,0.92,,-3.1560e-02,1.28
-6.310e-04,0.53,0.92,,-3.1550e-02,1.24
-6.308e-04,0.53,0.9,,-3.1540e-02,1.26
-6.306e-04,0.49,0.92,,-3.1530e-02,1.28
-6.304e-04,0.51,0.88,,-3.1520e-02,1.26
-6.302e-04,0.47,0.9,,-3.1510e-02,1.24
-6.300e-04,0.45,0.92,,-3.1500e-02,1.28
-6.298e-04,0.47,0.92,,-3.1490e-02,1.28
-6.296e-04,0.49,0.92,,-3.1480e-02,1.28
-6.294e-04,0.47,0.92,,-3.1470e-02,1.26
-6.292e-04,0.51,0.92,,-3.1460e-02,1.28
-6.290e-04,0.49,0.92,,-3.1450e-02,1.26
-6.288e-04,0.47,0.9,,-3.1440e-02,1.3
-6.286e-04,0.51,0.9,,-3.1430e-02,1.28
-6.284e-04,0.47,0.9,,-3.1420e-02,1.26
-6.282e-04,0.45,0.9,,-3.1410e-02,1.28
-6.280e-04,0.45,0.86,,-3.1400e-02,1.28
-6.278e-04,0.45,0.84,,-3.1390e-02,1.28
-6.276e-04,0.47,0.9,,-3.1380e-02,1.3
-6.274e-04,0.53,0.86,,-3.1370e-02,1.24
-6.272e-04,0.53,0.88,,-3.1360e-02,1.3
-6.270e-04,0.53,0.86,,-3.1350e-02,1.3
-6.268e-04,0.49,0.86,,-3.1340e-02,1.28
-6.266e-04,0.45,0.86,,-3.1330e-02,1.28
-6.264e-04,0.47,0.84,,-3.1320e-02,1.3
-6.262e-04,0.51,0.88,,-3.1310e-02,1.28
-6.260e-04,0.47,0.88,,-3.1300e-02,1.28
-6.258e-04,0.49,0.84,,-3.1290e-02,1.26
-6.256e-04,0.49,0.86,,-3.1280e-02,1.3
-6.254e-04,0.51,0.88,,-3.1270e-02,1.28
-6.252e-04,0.47,0.86,,-3.1260e-02,1.28
-6.250e-04,1.39,0.84,,-3.1250e-02,1.28
-6.248e-04,1.53,0.84,,-3.1240e-02,1.28
-6.246e-04,1.53,0.88,,-3.1230e-02,1.26
-6.244e-04,1.53,0.86,,-3.1220e-02,1.32
-6.242e-04,1.51,0.86,,-3.1210e-02,1.28
-6.240e-04,1.49,0.86,,-3.1200e-02,1.28
-6.238e-04,1.49,0.84,,-3.1190e-02,1.3
-6.236e-04,1.51,0.86,,-3.1180e-02,1.3
-6.234e-04,1.51,0.84,,-3.1170e-02,1.26
-6.232e-04,1.49,0.86,,-3.1160e-02,1.3
-6.230e-04,1.47,0.86,,-3.1150e-02,1.26
-6.228e-04,1.51,0.86,,-3.1140e-02,1.3
-6.226e-04,1.53,0.84,,-3.1130e-02,1.28
-6.224e-04,1.51,0.88,,-3.1120e-02,1.26
-6.222e-04,1.47,0.86,,-3.1110e-02,1.28
-6.220e-04,1.49,0.88,,-3.1100e-02,1.26
-6.218e-04,1.49,0.84,,-3.1090e-02,1.28
-6.216e-04,1.47,0.88,,-3.1080e-02,1.28
-6.214e-04,1.49,0.86,,-3.1070e-02,1.28
-6.212e-04,1.45,0.86,,-3.1060e-02,1.28
-6.210e-04,1.49,0.86,,-3.1050e-02,1.28
-6.208e-04,1.49,0.9,,-3.1040e-02,1.3
-6.206e-04,1.51,0.84,,-3.1030e-02,1.28
-6.204e-04,1.49,0.88,,-3.1020e-02,1.28
-6.202e-04,1.47,0.9,,-3.1010e-02,1.28
-6.200e-04,1.49,0.92,,-3.1000e-02,1.32
-6.198e-04,1.49,0.92,,-3.0990e-02,1.28
-6.196e-04,1.51,0.86,,-3.0980e-02,1.3
-6.194e-04,1.49,0.88,,-3.0970e-02,1.28
-6.192e-04,1.47,0.86,,-3.0960e-02,1.32
-6.190e-04,1.45,0.88,,-3.0950e-02,1.3
-6.188e-04,1.45,0.88,,-3.0940e-02,1.34
-6.186e-04,1.45,0.88,,-3.0930e-02,1.28
-6.184e-04,1.49,0.88,,-3.0920e-02,1.3
-6.182e-04,1.47,0.92,,-3.0910e-02,1.26
-6.180e-04,1.51,0.92,,-3.0900e-02,1.28
-6.178e-04,1.49,0.92,,-3.0890e-02,1.28
-6.176e-04,1.49,0.9,,-3.0880e-02,1.26
-6.174e-04,1.47,0.92,,-3.0870e-02,1.28
-6.172e-04,1.47,0.92,,-3.0860e-02,1.28
-6.170e-04,1.47,0.92,,-3.0850e-02,1.28
-6.168e-04,1.49,0.96,,-3.0840e-02,1.3
-6.166e-04,1.47,0.96,,-3.0830e-02,1.3
-6.164e-04,1.45,0.94,,-3.0820e-02,1.28
-6.162e-04,1.49,0.98,,-3.0810e-02,1.28
-6.160e-04,1.51,0.94,,-3.0800e-02,1.28
-6.158e-04,1.49,0.98,,-3.0790e-02,1.28
-6.156e-04,1.49,0.94,,-3.0780e-02,1.28
-6.154e-04,1.51,0.96,,-3.0770e-02,1.26
-6.152e-04,1.49,0.94,,-3.0760e-02,1.28
-6.150e-04,1.47,0.94,,-3.0750e-02,1.28
-6.148e-04,1.49,0.94,,-3.0740e-02,1.3
-6.146e-04,1.49,0.96,,-3.0730e-02,1.28
-6.144e-04,1.49,0.92,,-3.0720e-02,1.28
-6.142e-04,1.49,0.96,,-3.0710e-02,1.28
-6.140e-04,1.45,0.92,,-3.0700e-02,1.3
-6.138e-04,1.45,0.94,,-3.0690e-02,1.24
-6.136e-04,1.49,0.96,,-3.0680e-02,1.3
-6.134e-04,1.45,0.98,,-3.0670e-02,1.28
-6.132e-04,1.45,0.94,,-3.0660e-02,1.28
-6.130e-04,1.49,0.96,,-3.0650e-02,1.28
-6.128e-04,1.49,0.96,,-3.0640e-02,1.28
-6.126e-04,1.49,0.98,,-3.0630e-02,1.28
-6.124e-04,1.55,1,,-3.0620e-02,1.3
-6.122e-04,1.51,1,,-3.0610e-02,1.26
-6.120e-04,1.51,1,,-3.0600e-02,1.3
-6.118e-04,1.51,0.98,,-3.0590e-02,1.28
-6.116e-04,1.49,1,,-3.0580e-02,1.28
-6.114e-04,1.49,0.98,,-3.0570e-02,1.28
-6.112e-04,1.45,0.98,,-3.0560e-02,1.26
