Model,DPO3012
Firmware Version,2.16

Point Format,Y,,,Point Format,Y
Horizontal Units,S,,,Horizontal Units,S
Horizontal Scale,0.0002,,,Horizontal Scale,0.01
Sample Interval,2e-07,,,Sample Interval,1e-05
Record Length,10000,,,Record Length,10000
Gating,0.0% to 100.0%,0.0% to 100.0%,,Gating,0.0% to 100.0%
Probe Attenuation,1,1,,Probe Attenuation,1
Vertical Units,V,V,,Vertical Units,V
Vertical Offset,0,0,,Vertical Offset,0
Vertical Scale,0.5,0.5,,Vertical Scale,0.5
Label,,,,Label,
TIME,CH1,CH2,,TIME,REF1
7.314e-04,0.51,1.06,,3.6570e-02,0.7
7.316e-04,0.47,1.04,,3.6580e-02,0.68
7.318e-04,0.47,1.02,,3.6590e-02,0.64
7.320e-04,0.47,1.04,,3.6600e-02,0.7
7.322e-04,0.51,1.02,,3.6610e-02,0.7
7.324e-04,0.53,1.06,,3.6620e-02,0.66
7.326e-04,0.49,1.04,,3.6630e-02,0.68
7.328e-04,0.49,1.06,,3.6640e-02,0.7
7.330e-04,0.49,1.04,,3.6650e-02,0.68
7.332e-04,0.45,1.04,,3.6660e-02,0.7
7.334e-04,0.45,1.08,,3.6670e-02,0.68
7.336e-04,0.47,1.06,,3.6680e-02,0.68
7.338e-04,0.49,1.08,,3.6690e-02,0.68
7.340e-04,0.49,1.06,,3.6700e-02,0.68
7.342e-04,0.45,1.04,,3.6710e-02,0.66
7.344e-04,0.47,1.04,,3.6720e-02,0.7
7.346e-04,0.47,1.02,,3.6730e-02,0.66
7.348e-04,0.51,1.02,,3.6740e-02,0.7
7.350e-04,0.49,1.02,,3.6750e-02,0.66
7.352e-04,0.45,1,,3.6760e-02,0.66
7.354e-04,0.47,0.98,,3.6770e-02,0.68
7.356e-04,0.47,0.98,,3.6780e-02,0.68
7.358e-04,0.43,1,,3.6790e-02,0.68
7.360e-04,0.45,1,,3.6800e-02,0.7
7.362e-04,0.47,0.98,,3.6810e-02,0.68
7.364e-04,0.43,0.98,,3.6820e-02,0.68
7.366e-04,0.51,1,,3.6830e-02,0.68
7.368e-04,0.53,0.98,,3.6840e-02,0.68
7.370e-04,0.49,1,,3.6850e-02,0.68
7.372e-04,0.51,1,,3.6860e-02,0.66
7.374e-04,0.49,0.98,,3.6870e-02,0.68
7.376e-04,0.51,1,,3.6880e-02,0.68
7.378e-04,0.51,1,,3.6890e-02,0.7
7.380e-04,0.51,0.96,,3.6900e-02,0.68
7.382e-04,0.47,0.94,,3.6910e-02,0.68
7.384e-04,0.49,1,,3.6920e-02,0.74
7.386e-04,0.49,0.98,,3.6930e-02,0.66
7.388e-04,0.47,0.98,,3.6940e-02,0.68
7.390e-04,0.47,0.98,,3.6950e-02,0.7
7.392e-04,0.47,0.98,,3.6960e-02,0.68
7.394e-04,0.45,1,,3.6970e-02,0.68
7.396e-04,0.47,1,,3.6980e-02,0.68
7.398e-04,0.49,0.98,,3.6990e-02,0.68
7.400e-04,0.47,0.96,,3.7000e-02,0.68
7.402e-04,0.51,0.98,,3.7010e-02,0.68
7.404e-04,0.51,0.98,,3.7020e-02,0.68
7.406e-04,0.51,0.94,,3.7030e-02,0.68
7.408e-04,0.53,0.94,,3.7040e-02,0.7
7.410e-04,0.49,0.92,,3.7050e-02,0.68
7.412e-04,0.45,0.94,,3.7060e-02,0.72
7.414e-04,0.47,0.94,,3.7070e-02,0.7
7.416e-04,0.43,0.9,,3.7080e-02,0.68
7.418e-04,0.45,0.92,,3.7090e-02,0.7
7.420e-04,0.43,0.92,,3.7100e-02,0.72
7.422e-04,0.47,0.92,,3.7110e-02,0.66
7.424e-04,0.45,0.92,,3.7120e-02,0.66
7.426e-04,0.49,0.94,,3.7130e-02,0.7
7.428e-04,0.49,0.92,,3.7140e-02,0.7
7.430e-04,0.49,0.92,,3.7150e-02,0.7
7.432e-04,0.49,0.96,,3.7160e-02,0.68
7.434e-04,0.51,0.92,,3.7170e-02,0.66
7.436e-04,0.49,0.92,,3.7180e-02,0.7
7.438e-04,0.53,0.94,,3.7190e-02,0.68
7.440e-04,0.49,0.92,,3.7200e-02,0.7
7.442e-04,0.47,0.9,,3.7210e-02,0.68
7.444e-04,0.47,0.92,,3.7220e-02,0.66
7.446e-04,0.45,0.94,,3.7230e-02,0.66
7.448e-04,0.49,0.9,,3.7240e-02,0.7
7.450e-04,0.49,0.92,,3.7250e-02,0.72
7.452e-04,0.45,0.94,,3.7260e-02,0.68
7.454e-04,0.49,0.92,,3.7270e-02,0.7
7.456e-04,0.47,0.94,,3.7280e-02,0.68
7.458e-04,0.51,0.92,,3.7290e-02,0.72
7.460e-04,0.53,0.9,,3.7300e-02,0.68
7.462e-04,0.49,0.88,,3.7310e-02,0.68
7.464e-04,0.47,0.9,,3.7320e-02,0.68
7.466e-04,0.45,0.86,,3.7330e-02,0.68
7.468e-04,0.45,0.86,,3.7340e-02,0.66
7.470e-04,0.45,0.84,,3.7350e-02,0.7
7.472e-04,0.47,0.86,,3.7360e-02,0.68
7.474e-04,0.47,0.86,,3.7370e-02,0.7
7.476e-04,0.47,0.86,,3.7380e-02,0.66
7.478e-04,0.49,0.86,,3.7390e-02,0.66
7.480e-04,0.49,0.86,,3.7400e-02,0.7
7.482e-04,0.49,0.86,,3.7410e-02,0.7
7.484e-04,0.51,0.9,,3.7420e-02,0.7
7.486e-04,0.51,0.84,,3.7430e-02,0.66
7.488e-04,0.51,0.86,,3.7440e-02,0.68
7.490e-04,0.49,0.86,,3.7450e-02,0.68
7.492e-04,0.49,0.84,,3.7460e-02,0.68
7.494e-04,0.49,0.86,,3.7470e-02,0.68
7.496e-04,0.49,0.84,,3.7480e-02,0.68
7.498e-04,0.49,0.86,,3.7490e-02,0.7
7.500e-04,1.43,0.86,,3.7500e-02,0.7
7.502e-04,1.49,0.9,,3.7510e-02,0.66
7.504e-04,1.51,0.84,,3.7520e-02,0.68
7.506e-04,1.53,0.84,,3.7530e-02,0.66
7.508e-04,1.53,0.86,,3.7540e-02,0.68
7.510e-04,1.49,0.84,,3.7550e-02,0.68
7.512e-04,1.49,0.84,,3.7560e-02,0.66
7.514e-04,1.49,0.84,,3.7570e-02,0.7
7.516e-04,1.47,0.84,,3.7580e-02,0.68
7.518e-04,1.47,0.84,,3.7590e-02,0.68
7.520e-04,1.47,0.86,,3.7600e-02,0.66
7.522e-04,1.49,0.88,,3.7610e-02,0.66
7.524e-04,1.49,0.9,,3.7620e-02,0.68
7.526e-04,1.51,0.86,,3.7630e-02,0.66
7.528e-04,1.51,0.88,,3.7640e-02,0.7
7.530e-04,1.47,0.84,,3.7650e-02,0.7
7.532e-04,1.49,0.86,,3.7660e-02,0.68
7.534e-04,1.49,0.86,,3.7670e-02,0.68
7.536e-04,1.47,0.86,,3.7680e-02,0.66
7.538e-04,1.49,0.88,,3.7690e-02,0.66
7.540e-04,1.49,0.9,,3.7700e-02,0.68
7.542e-04,1.47,0.88,,3.7710e-02,0.66
7.544e-04,1.51,0.84,,3.7720e-02,0.7
7.546e-04,1.49,0.88,,3.7730e-02,0.68
7.548e-04,1.51,0.9,,3.7740e-02,0.7
7.550e-04,1.49,0.88,,3.7750e-02,0.68
7.552e-04,1.47,0.86,,3.7760e-02,0.66
7.554e-04,1.45,0.88,,3.7770e-02,0.66
7.556e-04,1.43,0.86,,3.7780e-02,0.7
7.558e-04,1.49,0.84,,3.7790e-02,0.66
7.560e-04,1.45,0.88,,3.7800e-02,0.68
7.562e-04,1.49,0.9,,3.7810e-02,0.68
7.564e-04,1.49,0.86,,3.7820e-02,0.66
7.566e-04,1.49,0.86,,3.7830e-02,0.66
7.568e-04,1.51,0.94,,3.7840e-02,0.68
7.570e-04,1.51,0.92,,3.7850e-02,0.7
7.572e-04,1.51,0.9,,3.7860e-02,0.7
7.574e-04,1.51,0.94,,3.7870e-02,0.7
7.576e-04,1.49,0.9,,3.7880e-02,0.68
7.578e-04,1.51,0.92,,3.7890e-02,0.68
7.580e-04,1.47,0.92,,3.7900e-02,0.7
7.582e-04,1.47,0.94,,3.7910e-02,0.68
7.584e-04,1.51,0.98,,3.7920e-02,0.72
7.586e-04,1.51,0.96,,3.7930e-02,0.68
7.588e-04,1.51,0.96,,3.7940e-02,0.68
7.590e-04,1.49,0.96,,3.7950e-02,0.68
7.592e-04,1.47,0.96,,3.7960e-02,0.66
7.594e-04,1.49,0.96,,3.7970e-02,0.64
7.596e-04,1.47,0.92,,3.7980e-02,0.66
7.598e-04,1.45,0.94,,3.7990e-02,0.72
7.600e-04,1.49,0.92,,3.8000e-02,0.72
7.602e-04,1.49,0.92,,3.8010e-02,0.7
7.604e-04,1.49,0.92,,3.8020e-02,0.68
7.606e-04,1.49,0.96,,3.8030e-02,0.66
7.608e-04,1.51,0.96,,3.8040e-02,0.66
7.610e-04,1.51,0.96,,3.8050e-02,0.68
7.612e-04,1.47,0.96,,3.8060e-02,0.7
7.614e-04,1.47,0.98,,3.8070e-02,0.7
7.616e-04,1.49,0.98,,3.8080e-02,0.7
7.618e-04,1.51,0.96,,3.8090e-02,0.66
7.620e-04,1.47,0.96,,3.8100e-02,0.7
7.622e-04,1.49,1,,3.8110e-02,0.7
7.624e-04,1.49,0.96,,3.8120e-02,0.7
7.626e-04,1.51,1,,3.8130e-02,0.68
7.628e-04,1.55,0.98,,3.8140e-02,0.64
7.630e-04,1.49,0.98,,3.8150e-02,0.68
7.632e-04,1.49,0.98,,3.8160e-02,0.66
7.634e-04,1.49,1,,3.8170e-02,0.7
7.636e-04,1.49,0.98,,3.8180e-02,0.7
7.638e-04,1.47,0.96,,3.8190e-02,0.68
7.640e-04,1.47,1.02,,3.8200e-02,0.7
7.642e-04,1.53,1,,3.8210e-02,0.7
7.644e-04,1.45,0.98,,3.8220e-02,0.72
7.646e-04,1.51,0.98,,3.8230e-02,0.7
7.648e-04,1.45,1,,3.8240e-02,0.66
7.650e-04,1.51,1.02,,3.8250e-02,0.68
7.652e-04,1.47,0.96,,3.8260e-02,0.72
7.654e-04,1.49,1,,3.8270e-02,0.68
7.656e-04,1.45,1,,3.8280e-02,0.7
7.658e-04,1.45,1.02,,3.8290e-02,0.66
7.660e-04,1.47,0.96,,3.8300e-02,0.7
7.662e-04,1.47,0.98,,3.8310e-02,0.68
7.664e-04,1.47,1.02,,3.8320e-02,0.64
7.666e-04,1.53,1.02,,3.8330e-02,0.68
7.668e-04,1.49,1,,3.8340e-02,0.68
7.670e-04,1.43,1.02,,3.8350e-02,0.72
7.672e-04,1.47,1.04,,3.8360e-02,0.7
7.674e-04,1.49,1.06,,3.8370e-02,0.68
7.676e-04,1.49,1.08,,3.8380e-02,0.7
7.678e-04,1.49,1.04,,3.8390e-02,0.68
7.680e-04,1.49,1.02,,3.8400e-02,0.7
7.682e-04,1.45,1.04,,3.8410e-02,0.66
7.684e-04,1.49,1.02,,3.8420e-02,0.68
7.686e-04,1.43,1.02,,3.8430e-02,0.7
7.688e-04,1.43,1.02,,3.8440e-02,0.68
7.690e-04,1.47,1.02,,3.8450e-02,0.68
7.692e-04,1.45,1.04,,3.8460e-02,0.68
7.694e-04,1.49,1.04,,3.8470e-02,0.68
7.696e-04,1.49,1.06,,3.8480e-02,0.68
7.698e-04,1.49,1.06,,3.8490e-02,0.7
7.700e-04,1.45,1.06,,3.8500e-02,0.66
7.702e-04,1.49,1.04,,3.8510e-02,0.66
7.704e-04,1.53,1.08,,3.8520e-02,0.7
7.706e-04,1.49,1.08,,3.8530e-02,0.66
7.708e-04,1.53,1.08,,3.8540e-02,0.7
7.710e-04,1.47,1.08,,3.8550e-02,0.66
7.712e-04,1.49,1.06,,3.8560e-02,0.72
7.714e-04,1.49,1.06,,3.8570e-02,0.68
7.716e-04,1.49,1.02,,3.8580e-02,0.7
7.718e-04,1.47,1.08,,3.8590e-02,0.66
7.720e-04,1.49,1.08,,3.8600e-02,0.68
7.722e-04,1.47,1.1,,3.8610e-02,0.66
7.724e-04,1.45,1.1,,3.8620e-02,0.68
7.726e-04,1.51,1.08,,3.8630e-02,0.66
7.728e-04,1.49,1.08,,3.8640e-02,0.7
7.730e-04,1.49,1.1,,3.8650e-02,0.7
7.732e-04,1.51,1.12,,3.8660e-02,0.7
7.734e-04,1.51,1.12,,3.8670e-02,0.66
7.736e-04,1.51,1.1,,3.8680e-02,0.68
7.738e-04,1.47,1.08,,3.8690e-02,0.68
7.740e-04,1.47,1.08,,3.8700e-02,0.7
7.742e-04,1.49,1.06,,3.8710e-02,0.66
7.744e-04,1.51,1.1,,3.8720e-02,0.66
7.746e-04,1.47,1.1,,3.8730e-02,0.68
7.748e-04,1.45,1.1,,3.8740e-02,0.7
7.750e-04,1.45,1.1,,3.8750e-02,0.68
7.752e-04,1.47,1.06,,3.8760e-02,0.68
7.754e-04,1.47,1.1,,3.8770e-02,0.68
7.756e-04,1.45,1.08,,3.8780e-02,0.7
7.758e-04,1.43,1.08,,3.8790e-02,0.66
7.760e-04,1.45,1.12,,3.8800e-02,0.7
7.762e-04,1.47,1.1,,3.8810e-02,0.68
7.764e-04,1.49,1.1,,3.8820e-02,0.68
7.766e-04,1.47,1.12,,3.8830e-02,0.68
7.768e-04,1.49,1.12,,3.8840e-02,0.68
7.770e-04,1.51,1.12,,3.8850e-02,0.7
7.772e-04,1.49,1.12,,3.8860e-02,0.7
7.774e-04,1.49,1.1,,3.8870e-02,0.7
7.776e-04,1.47,1.14,,3.8880e-02,0.7
7.778e-04,1.45,1.12,,3.8890e-02,0.68
7.780e-04,1.49,1.16,,3.8900e-02,0.68
7.782e-04,1.49,1.14,,3.8910e-02,0.7
7.784e-04,1.47,1.16,,3.8920e-02,0.66
7.786e-04,1.47,1.16,,3.8930e-02,0.68
7.788e-04,1.47,1.16,,3.8940e-02,0.66
7.790e-04,1.49,1.16,,3.8950e-02,0.68
7.792e-04,1.49,1.16,,3.8960e-02,0.7
7.794e-04,1.51,1.16,,3.8970e-02,0.68
7.796e-04,1.49,1.16,,3.8980e-02,0.7
7.798e-04,1.49,1.18,,3.8990e-02,0.66
7.800e-04,1.47,1.16,,3.9000e-02,0.68
7.802e-04,1.43,1.14,,3.9010e-02,0.68
7.804e-04,1.49,1.14,,3.9020e-02,0.7
7.806e-04,1.45,1.14,,3.9030e-02,0.7
7.808e-04,1.47,1.14,,3.9040e-02,0.68
7.810e-04,1.47,1.14,,3.9050e-02,0.68
7.812e-04,0.17,1.16,,3.9060e-02,0.7
7.814e-04,0.49,1.18,,3.9070e-02,0.7
7.816e-04,0.51,1.2,,3.9080e-02,0.68
7.818e-04,0.49,1.16,,3.9090e-02,0.68
7.820e-04,0.49,1.18,,3.9100e-02,0.68
7.822e-04,0.47,1.18,,3.9110e-02,0.7
7.824e-04,0.49,1.18,,3.9120e-02,0.66
7.826e-04,0.47,1.18,,3.9130e-02,0.68
7.828e-04,0.45,1.18,,3.9140e-02,0.66
7.830e-04,0.49,1.2,,3.9150e-02,0.7
7.832e-04,0.45,1.18,,3.9160e-02,0.68
7.834e-04,0.47,1.22,,3.9170e-02,0.7
7.836e-04,0.49,1.18,,3.9180e-02,0.68
7.838e-04,0.47,1.2,,3.9190e-02,0.68
7.840e-04,0.45,1.2,,3.9200e-02,0.66
7.842e-04,0.47,1.16,,3.9210e-02,0.72
7.844e-04,0.47,1.16,,3.9220e-02,0.68
7.846e-04,0.41,1.14,,3.9230e-02,0.7
7.848e-04,0.45,1.14,,3.9240e-02,0.72
7.850e-04,0.45,1.14,,3.9250e-02,0.66
7.852e-04,0.43,1.12,,3.9260e-02,0.7
7.854e-04,0.45,1.12,,3.9270e-02,0.68
7.856e-04,0.51,1.14,,3.9280e-02,0.72
7.858e-04,0.47,1.16,,3.9290e-02,0.66
7.860e-04,0.49,1.16,,3.9300e-02,0.68
7.862e-04,0.49,1.16,,3.9310e-02,0.68
7.864e-04,0.47,1.12,,3.9320e-02,0.7
7.866e-04,0.47,1.14,,3.9330e-02,0.66
7.868e-04,0.47,1.16,,3.9340e-02,0.66
7.870e-04,0.49,1.2,,3.9350e-02,0.68
7.872e-04,0.47,1.16,,3.9360e-02,0.66
7.874e-04,0.51,1.14,,3.9370e-02,0.66
7.876e-04,0.49,1.14,,3.9380e-02,0.66
7.878e-04,0.49,1.14,,3.9390e-02,0.66
7.880e-04,0.49,1.1,,3.9400e-02,0.7
7.882e-04,0.45,1.12,,3.9410e-02,0.68
7.884e-04,0.45,1.08,,3.9420e-02,0.66
7.886e-04,0.43,1.12,,3.9430e-02,0.7
7.888e-04,0.47,1.1,,3.9440e-02,0.7
7.890e-04,0.45,1.08,,3.9450e-02,0.68
7.892e-04,0.45,1.06,,3.9460e-02,0.7
7.894e-04,0.49,1.08,,3.9470e-02,0.7
7.896e-04,0.49,1.1,,3.9480e-02,0.68
7.898e-04,0.51,1.08,,3.9490e-02,0.7
7.900e-04,0.49,1.08,,3.9500e-02,0.68
7.902e-04,0.45,1.1,,3.9510e-02,0.66
7.904e-04,0.49,1.1,,3.9520e-02,0.66
7.906e-04,0.45,1.08,,3.9530e-02,0.64
7.908e-04,0.47,1.08,,3.9540e-02,0.68
7.910e-04,0.47,1.1,,3.9550e-02,0.68
7.912e-04,0.49,1.12,,3.9560e-02,0.66
7.914e-04,0.51,1.08,,3.9570e-02,0.68
7.916e-04,0.53,1.1,,3.9580e-02,0.66
7.918e-04,0.47,1.08,,3.9590e-02,0.68
7.920e-04,0.47,1.08,,3.9600e-02,0.68
7.922e-04,0.47,1.06,,3.9610e-02,0.7
7.924e-04,0.49,1.06,,3.9620e-02,0.68
7.926e-04,0.47,1.04,,3.9630e-02,0.68
7.928e-04,0.51,1.06,,3.9640e-02,0.68
7.930e-04,0.53,1.1,,3.9650e-02,0.7
7.932e-04,0.49,1.08,,3.9660e-02,0.72
7.934e-04,0.47,1.08,,3.9670e-02,0.68
7.936e-04,0.47,1.04,,3.9680e-02,0.68
7.938e-04,0.47,1.04,,3.9690e-02,0.7
7.940e-04,0.47,1.06,,3.9700e-02,0.7
7.942e-04,0.47,1.04,,3.9710e-02,0.68
7.944e-04,0.51,1.06,,3.9720e-02,0.7
7.946e-04,0.49,1.04,,3.9730e-02,0.68
7.948e-04,0.49,1.04,,3.9740e-02,0.66
7.950e-04,0.49,1.04,,3.9750e-02,0.66
7.952e-04,0.47,1.04,,3.9760e-02,0.66
7.954e-04,0.49,1.04,,3.9770e-02,0.68
7.956e-04,0.47,1.04,,3.9780e-02,0.66
7.958e-04,0.45,1.02,,3.9790e-02,0.7
7.960e-04,0.49,1.02,,3.9800e-02,0.68
7.962e-04,0.47,1,,3.9810e-02,0.7
7.964e-04,0.51,1.04,,3.9820e-02,0.68
7.966e-04,0.47,1.04,,3.9830e-02,0.7
7.968e-04,0.51,1.02,,3.9840e-02,0.7
7.970e-04,0.45,0.98,,3.9850e-02,0.66
7.972e-04,0.45,1.02,,3.9860e-02,0.72
7.974e-04,0.49,1.02,,3.9870e-02,0.66
7.976e-04,0.49,1.02,,3.9880e-02,0.72
7.978e-04,0.45,1.02,,3.9890e-02,0.7
7.980e-04,0.47,1.02,,3.9900e-02,0.68
7.982e-04,0.49,1,,3.9910e-02,0.68
7.984e-04,0.49,1,,3.9920e-02,0.68
7.986e-04,0.49,1,,3.9930e-02,0.7
7.988e-04,0.47,1.02,,3.9940e-02,0.66
7.990e-04,0.51,1.04,,3.9950e-02,0.7
7.992e-04,0.49,0.98,,3.9960e-02,0.66
7.994e-04,0.51,0.98,,3.9970e-02,0.7
7.996e-04,0.49,1.02,,3.9980e-02,0.68
7.998e-04,0.47,1,,3.9990e-02,0.72
8.000e-04,0.45,0.96,,4.0000e-02,1.3
8.002e-04,0.43,0.96,,4.0010e-02,1.3
8.004e-04,0.45,0.98,,4.0020e-02,1.28
8.006e-04,0.43,0.98,,4.0030e-02,1.3
8.008e-04,0.47,0.94,,4.0040e-02,1.28
8.010e-04,0.45,0.96,,4.0050e-02,1.28
8.012e-04,0.49,0.98,,4.0060e-02,1.24
8.014e-04,0.51,1,,4.0070e-02,1.3
8.016e-04,0.49,0.98,,4.0080e-02,1.28
8.018e-04,0.51,0.98,,4.0090e-02,1.3
8.020e-04,0.49,0.96,,4.0100e-02,1.3
8.022e-04,0.51,0.98,,4.0110e-02,1.28
8.024e-04,0.49,0.96,,4.0120e-02,1.26
8.026e-04,0.47,0.98,,4.0130e-02,1.28
8.028e-04,0.47,0.98,,4.0140e-02,1.26
8.030e-04,0.43,0.98,,4.0150e-02,1.28
8.032e-04,0.47,1,,4.0160e-02,1.3
8.034e-04,0.45,0.94,,4.0170e-02,1.28
8.036e-04,0.47,0.96,,4.0180e-02,1.26
8.038e-04,0.49,0.96,,4.0190e-02,1.26
8.040e-04,0.49,0.98,,4.0200e-02,1.26
8.042e-04,0.49,0.94,,4.0210e-02,1.3
8.044e-04,0.49,0.96,,4.0220e-02,1.34
8.046e-04,0.51,0.96,,4.0230e-02,1.28
8.048e-04,0.49,0.94,,4.0240e-02,1.3
8.050e-04,0.45,0.92,,4.0250e-02,1.28
8.052e-04,0.45,0.92,,4.0260e-02,1.3
8.054e-04,0.47,0.9,,4.0270e-02,1.28
8.056e-04,0.45,0.9,,4.0280e-02,1.28
8.058e-04,0.45,0.92,,4.0290e-02,1.28
8.060e-04,0.43,0.92,,4.0300e-02,1.3
8.062e-04,0.47,0.9,,4.0310e-02,1.26
8.064e-04,0.49,0.88,,4.0320e-02,1.28
8.066e-04,0.53,0.92,,4.0330e-02,1.32
8.068e-04,0.53,0.92,,4.0340e-02,1.3
8.070e-04,0.51,0.88,,4.0350e-02,1.26
8.072e-04,0.51,0.88,,4.0360e-02,1.28
8.074e-04,0.45,0.92,,4.0370e-02,1.26
8.076e-04,0.47,0.92,,4.0380e-02,1.28
8.078e-04,0.43,0.94,,4.0390e-02,1.28
8.080e-04,0.47,0.9,,4.0400e-02,1.28
8.082e-04,0.49,0.88,,4.0410e-02,1.28
8.084e-04,0.51,0.94,,4.0420e-02,1.3
8.086e-04,0.49,0.9,,4.0430e-02,1.26
8.088e-04,0.51,0.94,,4.0440e-02,1.28
8.090e-04,0.51,0.86,,4.0450e-02,1.3
8.092e-04,0.47,0.9,,4.0460e-02,1.28
8.094e-04,0.47,0.88,,4.0470e-02,1.28
8.096e-04,0.49,0.86,,4.0480e-02,1.3
8.098e-04,0.47,0.88,,4.0490e-02,1.28
8.100e-04,0.47,0.84,,4.0500e-02,1.28
8.102e-04,0.47,0.84,,4.0510e-02,1.3
8.104e-04,0.47,0.84,,4.0520e-02,1.28
8.106e-04,0.49,0.84,,4.0530e-02,1.28
8.108e-04,0.49,0.86,,4.0540e-02,1.28
8.110e-04,0.51,0.88,,4.0550e-02,1.28
8.112e-04,0.47,0.86,,4.0560e-02,1.3
8.114e-04,0.51,0.86,,4.0570e-02,1.28
8.116e-04,0.47,0.86,,4.0580e-02,1.3
8.118e-04,0.49,0.84,,4.0590e-02,1.26
8.120e-04,0.49,0.84,,4.0600e-02,1.28
8.122e-04,0.45,0.86,,4.0610e-02,1.28
8.124e-04,0.51,0.84,,4.0620e-02,1.28
8.126e-04,1.47,0.86,,4.0630e-02,1.24
8.128e-04,1.51,0.92,,4.0640e-02,1.3
8.130e-04,1.51,0.86,,4.0650e-02,1.3
8.132e-04,1.51,0.84,,4.0660e-02,1.28
8.134e-04,1.51,0.86,,4.0670e-02,1.28
8.136e-04,1.51,0.9,,4.0680e-02,1.26
8.138e-04,1.49,0.86,,4.0690e-02,1.26
8.140e-04,1.45,0.86,,4.0700e-02,1.3
8.142e-04,1.51,0.86,,4.0710e-02,1.28
8.144e-04,1.49,0.84,,4.0720e-02,1.28
8.146e-04,1.47,0.88,,4.0730e-02,1.28
8.148e-04,1.49,0.88,,4.0740e-02,1.26
8.150e-04,1.49,0.84,,4.0750e-02,1.26
8.152e-04,1.49,0.86,,4.0760e-02,1.26
8.154e-04,1.47,0.86,,4.0770e-02,1.28
8.156e-04,1.47,0.84,,4.0780e-02,1.3
8.158e-04,1.49,0.84,,4.0790e-02,1.32
8.160e-04,1.51,0.86,,4.0800e-02,1.28
8.162e-04,1.49,0.86,,4.0810e-02,1.28
8.164e-04,1.45,0.84,,4.0820e-02,1.28
8.166e-04,1.49,0.88,,4.0830e-02,1.28
8.168e-04,1.47,0.9,,4.0840e-02,1.28
8.170e-04,1.47,0.9,,4.0850e-02,1.28
8.172e-04,1.47,0.86,,4.0860e-02,1.26
8.174e-04,1.51,0.9,,4.0870e-02,1.28
8.176e-04,1.47,0.88,,4.0880e-02,1.26
8.178e-04,1.47,0.88,,4.0890e-02,1.3
8.180e-04,1.45,0.86,,4.0900e-02,1.28
8.182e-04,1.49,0.86,,4.0910e-02,1.28
8.184e-04,1.51,0.88,,4.0920e-02,1.28
8.186e-04,1.49,0.88,,4.0930e-02,1.28
8.188e-04,1.51,0.94,,4.0940e-02,1.28
8.190e-04,1.49,0.92,,4.0950e-02,1.28
8.192e-04,1.49,0.94,,4.0960e-02,1.3
8.194e-04,1.47,0.92,,4.0970e-02,1.28
8.196e-04,1.49,0.94,,4.0980e-02,1.24
8.198e-04,1.51,0.92,,4.0990e-02,1.28
8.200e-04,1.45,0.92,,4.1000e-02,1.28
8.202e-04,1.45,0.92,,4.1010e-02,1.28
8.204e-04,1.45,0.9,,4.1020e-02,1.28
8.206e-04,1.49,0.9,,4.1030e-02,1.28
8.208e-04,1.49,0.94,,4.1040e-02,1.28
8.210e-04,1.47,0.92,,4.1050e-02,1.28
8.212e-04,1.49,0.94,,4.1060e-02,1.28
8.214e-04,1.51,0.96,,4.1070e-02,1.26
8.216e-04,1.53,0.94,,4.1080e-02,1.32
8.218e-04,1.49,0.92,,4.1090e-02,1.28
8.220e-04,1.49,0.98,,4.1100e-02,1.3
8.222e-04,1.49,0.94,,4.1110e-02,1.3
8.224e-04,1.51,0.96,,4.1120e-02,1.28
8.226e-04,1.47,0.94,,4.1130e-02,1.28
8.228e-04,1.49,0.96,,4.1140e-02,1.28
8.230e-04,1.51,0.96,,4.1150e-02,1.3
8.232e-04,1.49,1,,4.1160e-02,1.28
8.234e-04,1.49,0.94,,4.1170e-02,1.26
8.236e-04,1.49,1,,4.1180e-02,1.3
8.238e-04,1.49,0.98,,4.1190e-02,1.32
8.240e-04,1.47,1,,4.1200e-02,1.28
8.242e-04,1.49,0.98,,4.1210e-02,1.26
8.244e-04,1.49,1,,4.1220e-02,1.28
8.246e-04,1.49,0.98,,4.1230e-02,1.24
8.248e-04,1.53,0.98,,4.1240e-02,1.28
8.250e-04,1.51,0.98,,4.1250e-02,1.28
8.252e-04,1.49,1,,4.1260e-02,1.28
8.254e-04,1.51,0.98,,4.1270e-02,1.28
8.256e-04,1.49,0.98,,4.1280e-02,1.28
8.258e-04,1.45,0.96,,4.1290e-02,1.28
8.260e-04,1.47,1,,4.1300e-02,1.3
8.262e-04,1.47,1,,4.1310e-02,1.28
8.264e-04,1.45,0.98,,4.1320e-02,1.28
8.266e-04,1.45,0.98,,4.1330e-02,1.32
8.268e-04,1.49,0.96,,4.1340e-02,1.32
8.270e-04,1.47,1,,4.1350e-02,1.28
8.272e-04,1.45,0.98,,4.1360e-02,1.32
8.274e-04,1.49,0.96,,4.1370e-02,1.28
8.276e-04,1.51,1,,4.1380e-02,1.3
8.278e-04,1.51,1,,4.1390e-02,1.3
8.280e-04,1.49,1,,4.1400e-02,1.3
8.282e-04,1.51,1.02,,4.1410e-02,1.28
8.284e-04,1.49,1.02,,4.1420e-02,1.26
8.286e-04,1.49,1.02,,4.1430e-02,1.26
8.288e-04,1.49,1,,4.1440e-02,1.28
8.290e-04,1.49,1,,4.1450e-02,1.32
8.292e-04,1.49,1.02,,4.1460e-02,1.28
8.294e-04,1.47,1.04,,4.1470e-02,1.32
