Model,DPO3012
Firmware Version,2.16

Point Format,Y,,,Point Format,Y
Horizontal Units,S,,,Horizontal Units,S
Horizontal Scale,0.0004,,,Horizontal Scale,0.01
Sample Interval,4e-07,,,Sample Interval,1e-05
Record Length,10000,,,Record Length,10000
Gating,0.0% to 100.0%,0.0% to 100.0%,,Gating,0.0% to 100.0%
Probe Attenuation,1,1,,Probe Attenuation,1
Vertical Units,V,V,,Vertical Units,V
Vertical Offset,0,0,,Vertical Offset,0
Vertical Scale,1,1,,Vertical Scale,0.5
Label,,,,Label,
TIME,CH1,CH2,,TIME,REF1
-1.3288e-03,0.36,0.32,,-3.3220e-02,1.3
-1.3284e-03,0.4,0.24,,-3.3210e-02,1.26
-1.3280e-03,0.44,0.36,,-3.3200e-02,1.28
-1.3276e-03,0.44,0.32,,-3.3190e-02,1.32
-1.3272e-03,0.44,0.36,,-3.3180e-02,1.3
-1.3268e-03,0.44,0.24,,-3.3170e-02,1.28
-1.3264e-03,0.44,0.24,,-3.3160e-02,1.26
-1.3260e-03,0.44,0.28,,-3.3150e-02,1.3
-1.3256e-03,0.4,0.32,,-3.3140e-02,1.28
-1.3252e-03,0.44,0.24,,-3.3130e-02,1.3
-1.3248e-03,0.48,0.28,,-3.3120e-02,1.28
-1.3244e-03,0.36,0.32,,-3.3110e-02,1.26
-1.3240e-03,0.4,0.24,,-3.3100e-02,1.3
-1.3236e-03,0.44,0.32,,-3.3090e-02,1.3
-1.3232e-03,0.44,0.32,,-3.3080e-02,1.28
-1.3228e-03,0.4,0.32,,-3.3070e-02,1.24
-1.3224e-03,0.4,0.28,,-3.3060e-02,1.32
-1.3220e-03,0.4,0.28,,-3.3050e-02,1.28
-1.3216e-03,0.4,0.32,,-3.3040e-02,1.28
-1.3212e-03,0.4,0.32,,-3.3030e-02,1.28
-1.3208e-03,0.4,0.32,,-3.3020e-02,1.3
-1.3204e-03,0.48,0.24,,-3.3010e-02,1.26
-1.3200e-03,0.48,0.32,,-3.3000e-02,1.28
-1.3196e-03,0.48,0.4,,-3.2990e-02,1.28
-1.3192e-03,0.4,0.32,,-3.2980e-02,1.28
-1.3188e-03,0.4,0.32,,-3.2970e-02,1.3
-1.3184e-03,0.4,0.28,,-3.2960e-02,1.3
-1.3180e-03,0.4,0.32,,-3.2950e-02,1.28
-1.3176e-03,0.4,0.28,,-3.2940e-02,1.28
-1.3172e-03,0.4,0.28,,-3.2930e-02,1.28
-1.3168e-03,0.44,0.36,,-3.2920e-02,1.28
-1.3164e-03,0.44,0.32,,-3.2910e-02,1.3
-1.3160e-03,0.44,0.32,,-3.2900e-02,1.28
-1.3156e-03,0.4,0.28,,-3.2890e-02,1.3
-1.3152e-03,0.44,0.36,,-3.2880e-02,1.3
-1.3148e-03,0.4,0.24,,-3.2870e-02,1.28
-1.3144e-03,0.32,0.32,,-3.2860e-02,1.3
-1.3140e-03,0.4,0.24,,-3.2850e-02,1.28
-1.3136e-03,0.36,0.32,,-3.2840e-02,1.3
-1.3132e-03,0.52,0.2,,-3.2830e-02,1.28
-1.3128e-03,0.48,0.32,,-3.2820e-02,1.28
-1.3124e-03,0.36,0.28,,-3.2810e-02,1.28
-1.3120e-03,0.44,0.32,,-3.2800e-02,1.28
-1.3116e-03,0.4,0.28,,-3.2790e-02,1.28
-1.3112e-03,0.4,0.32,,-3.2780e-02,1.28
-1.3108e-03,0.4,0.32,,-3.2770e-02,1.28
-1.3104e-03,0.36,0.32,,-3.2760e-02,1.28
-1.3100e-03,0.4,0.32,,-3.2750e-02,1.28
-1.3096e-03,0.4,0.32,,-3.2740e-02,1.26
-1.3092e-03,0.44,0.32,,-3.2730e-02,1.28
-1.3088e-03,0.36,0.28,,-3.2720e-02,1.26
-1.3084e-03,0.32,0.32,,-3.2710e-02,1.32
-1.3080e-03,0.48,0.32,,-3.2700e-02,1.3
-1.3076e-03,0.4,0.28,,-3.2690e-02,1.3
-1.3072e-03,0.48,0.32,,-3.2680e-02,1.24
-1.3068e-03,0.44,0.24,,-3.2670e-02,1.28
-1.3064e-03,0.4,0.2,,-3.2660e-02,1.24
-1.3060e-03,0.44,0.32,,-3.2650e-02,1.28
-1.3056e-03,0.36,0.24,,-3.2640e-02,1.3
-1.3052e-03,0.4,0.4,,-3.2630e-02,1.26
-1.3048e-03,0.4,0.28,,-3.2620e-02,1.3
-1.3044e-03,0.4,0.32,,-3.2610e-02,1.28
-1.3040e-03,0.36,0.32,,-3.2600e-02,1.3
-1.3036e-03,0.44,0.32,,-3.2590e-02,1.3
-1.3032e-03,0.44,0.4,,-3.2580e-02,1.3
-1.3028e-03,0.44,0.32,,-3.2570e-02,1.3
-1.3024e-03,0.4,0.2,,-3.2560e-02,1.28
-1.3020e-03,0.4,0.32,,-3.2550e-02,1.3
-1.3016e-03,0.4,0.2,,-3.2540e-02,1.26
-1.3012e-03,0.4,0.28,,-3.2530e-02,1.26
-1.3008e-03,0.4,0.32,,-3.2520e-02,1.28
-1.3004e-03,0.48,0.28,,-3.2510e-02,1.28
-1.3000e-03,0.44,0.32,,-3.2500e-02,1.3
-1.2996e-03,0.4,0.36,,-3.2490e-02,1.3
-1.2992e-03,0.44,0.32,,-3.2480e-02,1.28
-1.2988e-03,0.4,0.32,,-3.2470e-02,1.28
-1.2984e-03,0.48,0.28,,-3.2460e-02,1.28
-1.2980e-03,0.44,0.32,,-3.2450e-02,1.28
-1.2976e-03,0.4,0.24,,-3.2440e-02,1.3
-1.2972e-03,0.4,0.32,,-3.2430e-02,1.28
-1.2968e-03,0.4,0.32,,-3.2420e-02,1.28
-1.2964e-03,0.44,0.36,,-3.2410e-02,1.3
-1.2960e-03,0.44,0.32,,-3.2400e-02,1.28
-1.2956e-03,0.4,0.32,,-3.2390e-02,1.28
-1.2952e-03,0.44,0.32,,-3.2380e-02,1.28
-1.2948e-03,0.44,0.28,,-3.2370e-02,1.3
-1.2944e-03,0.4,0.28,,-3.2360e-02,1.3
-1.2940e-03,0.44,0.36,,-3.2350e-02,1.28
-1.2936e-03,0.4,0.32,,-3.2340e-02,1.28
-1.2932e-03,0.4,0.4,,-3.2330e-02,1.28
-1.2928e-03,0.4,0.28,,-3.2320e-02,1.26
-1.2924e-03,0.48,0.32,,-3.2310e-02,1.28
-1.2920e-03,0.4,0.28,,-3.2300e-02,1.3
-1.2916e-03,0.4,0.32,,-3.2290e-02,1.26
-1.2912e-03,0.4,0.28,,-3.2280e-02,1.26
-1.2908e-03,0.4,0.32,,-3.2270e-02,1.3
-1.2904e-03,0.4,0.24,,-3.2260e-02,1.28
-1.2900e-03,0.44,0.32,,-3.2250e-02,1.28
-1.2896e-03,0.36,0.32,,-3.2240e-02,1.26
-1.2892e-03,0.4,0.28,,-3.2230e-02,1.28
-1.2888e-03,0.44,0.32,,-3.2220e-02,1.3
-1.2884e-03,0.4,0.32,,-3.2210e-02,1.3
-1.2880e-03,0.36,0.28,,-3.2200e-02,1.3
-1.2876e-03,0.52,0.32,,-3.2190e-02,1.26
-1.2872e-03,0.4,0.32,,-3.2180e-02,1.28
-1.2868e-03,0.36,0.32,,-3.2170e-02,1.3
-1.2864e-03,0.44,0.28,,-3.2160e-02,1.28
-1.2860e-03,0.44,0.28,,-3.2150e-02,1.3
-1.2856e-03,0.28,0.32,,-3.2140e-02,1.28
-1.2852e-03,0.44,0.32,,-3.2130e-02,1.28
-1.2848e-03,0.36,0.28,,-3.2120e-02,1.28
-1.2844e-03,0.4,0.32,,-3.2110e-02,1.3
-1.2840e-03,0.48,0.32,,-3.2100e-02,1.24
-1.2836e-03,0.44,0.32,,-3.2090e-02,1.32
-1.2832e-03,0.44,0.32,,-3.2080e-02,1.28
-1.2828e-03,0.4,0.28,,-3.2070e-02,1.28
-1.2824e-03,0.4,0.32,,-3.2060e-02,1.28
-1.2820e-03,0.44,0.32,,-3.2050e-02,1.28
-1.2816e-03,0.48,0.28,,-3.2040e-02,1.3
-1.2812e-03,0.32,0.28,,-3.2030e-02,1.26
-1.2808e-03,0.32,0.28,,-3.2020e-02,1.28
-1.2804e-03,0.44,0.24,,-3.2010e-02,1.3
-1.2800e-03,0.4,0.32,,-3.2000e-02,1.3
-1.2796e-03,0.36,0.36,,-3.1990e-02,1.26
-1.2792e-03,0.4,0.28,,-3.1980e-02,1.3
-1.2788e-03,0.4,0.32,,-3.1970e-02,1.3
-1.2784e-03,0.4,0.28,,-3.1960e-02,1.28
-1.2780e-03,0.4,0.4,,-3.1950e-02,1.3
-1.2776e-03,0.44,0.32,,-3.1940e-02,1.28
-1.2772e-03,0.32,0.32,,-3.1930e-02,1.28
-1.2768e-03,0.44,0.28,,-3.1920e-02,1.32
-1.2764e-03,0.36,0.28,,-3.1910e-02,1.28
-1.2760e-03,0.48,0.28,,-3.1900e-02,1.26
-1.2756e-03,0.48,0.28,,-3.1890e-02,1.3
-1.2752e-03,0.32,0.28,,-3.1880e-02,1.3
-1.2748e-03,0.4,0.32,,-3.1870e-02,1.28
-1.2744e-03,0.44,0.36,,-3.1860e-02,1.28
-1.2740e-03,0.4,0.32,,-3.1850e-02,1.28
-1.2736e-03,0.4,0.28,,-3.1840e-02,1.28
-1.2732e-03,0.32,0.28,,-3.1830e-02,1.28
-1.2728e-03,0.44,0.32,,-3.1820e-02,1.26
-1.2724e-03,0.48,0.32,,-3.1810e-02,1.26
-1.2720e-03,0.4,0.24,,-3.1800e-02,1.28
-1.2716e-03,0.4,0.32,,-3.1790e-02,1.3
-1.2712e-03,0.4,0.28,,-3.1780e-02,1.3
-1.2708e-03,0.36,0.24,,-3.1770e-02,1.28
-1.2704e-03,0.4,0.24,,-3.1760e-02,1.32
-1.2700e-03,0.4,0.32,,-3.1750e-02,1.3
-1.2696e-03,0.4,0.36,,-3.1740e-02,1.28
-1.2692e-03,0.44,0.32,,-3.1730e-02,1.3
-1.2688e-03,0.44,0.32,,-3.1720e-02,1.26
-1.2684e-03,0.4,0.28,,-3.1710e-02,1.28
-1.2680e-03,0.48,0.28,,-3.1700e-02,1.26
-1.2676e-03,0.4,0.24,,-3.1690e-02,1.28
-1.2672e-03,0.4,0.28,,-3.1680e-02,1.28
-1.2668e-03,0.4,0.32,,-3.1670e-02,1.26
-1.2664e-03,0.44,0.28,,-3.1660e-02,1.28
-1.2660e-03,0.4,0.32,,-3.1650e-02,1.24
-1.2656e-03,0.4,0.28,,-3.1640e-02,1.3
-1.2652e-03,0.4,0.2,,-3.1630e-02,1.26
-1.2648e-03,0.48,0.28,,-3.1620e-02,1.28
-1.2644e-03,0.4,0.28,,-3.1610e-02,1.28
-1.2640e-03,0.4,0.32,,-3.1600e-02,1.28
-1.2636e-03,0.32,0.36,,-3.1590e-02,1.28
-1.2632e-03,0.36,0.24,,-3.1580e-02,1.28
-1.2628e-03,0.4,0.32,,-3.1570e-02,1.26
-1.2624e-03,0.4,0.36,,-3.1560e-02,1.28
-1.2620e-03,0.4,0.36,,-3.1550e-02,1.24
-1.2616e-03,0.48,0.36,,-3.1540e-02,1.26
-1.2612e-03,0.4,0.32,,-3.1530e-02,1.28
-1.2608e-03,0.4,0.4,,-3.1520e-02,1.26
-1.2604e-03,0.4,0.32,,-3.1510e-02,1.24
-1.2600e-03,0.4,0.28,,-3.1500e-02,1.28
-1.2596e-03,0.44,0.32,,-3.1490e-02,1.28
-1.2592e-03,0.36,0.36,,-3.1480e-02,1.28
-1.2588e-03,0.4,0.28,,-3.1470e-02,1.26
-1.2584e-03,0.44,0.32,,-3.1460e-02,1.28
-1.2580e-03,0.48,0.28,,-3.1450e-02,1.26
-1.2576e-03,0.44,0.32,,-3.1440e-02,1.3
-1.2572e-03,0.48,0.28,,-3.1430e-02,1.28
-1.2568e-03,0.44,0.32,,-3.1420e-02,1.26
-1.2564e-03,0.44,0.28,,-3.1410e-02,1.28
-1.2560e-03,0.4,0.32,,-3.1400e-02,1.28
-1.2556e-03,0.4,0.4,,-3.1390e-02,1.28
-1.2552e-03,0.52,0.28,,-3.1380e-02,1.3
-1.2548e-03,0.4,0.28,,-3.1370e-02,1.24
-1.2544e-03,0.44,0.28,,-3.1360e-02,1.3
-1.2540e-03,0.48,0.36,,-3.1350e-02,1.3
-1.2536e-03,0.36,0.24,,-3.1340e-02,1.28
-1.2532e-03,0.4,0.32,,-3.1330e-02,1.28
-1.2528e-03,0.44,0.28,,-3.1320e-02,1.3
-1.2524e-03,0.44,0.24,,-3.1310e-02,1.28
-1.2520e-03,0.48,0.32,,-3.1300e-02,1.28
-1.2516e-03,0.48,0.28,,-3.1290e-02,1.26
-1.2512e-03,0.4,0.28,,-3.1280e-02,1.3
-1.2508e-03,0.4,0.32,,-3.1270e-02,1.28
-1.2504e-03,0.36,0.32,,-3.1260e-02,1.28
-1.2500e-03,0.4,0.32,,-3.1250e-02,1.28
-1.2496e-03,0.48,0.32,,-3.1240e-02,1.28
-1.2492e-03,0.44,0.32,,-3.1230e-02,1.26
-1.2488e-03,0.44,0.28,,-3.1220e-02,1.32
-1.2484e-03,0.36,0.28,,-3.1210e-02,1.28
-1.2480e-03,0.4,0.36,,-3.1200e-02,1.28
-1.2476e-03,0.4,0.28,,-3.1190e-02,1.3
-1.2472e-03,0.48,0.32,,-3.1180e-02,1.3
-1.2468e-03,0.44,0.32,,-3.1170e-02,1.26
-1.2464e-03,0.44,0.28,,-3.1160e-02,1.3
-1.2460e-03,0.4,0.36,,-3.1150e-02,1.26
-1.2456e-03,0.4,0.36,,-3.1140e-02,1.3
-1.2452e-03,0.4,0.28,,-3.1130e-02,1.28
-1.2448e-03,0.36,0.28,,-3.1120e-02,1.26
-1.2444e-03,0.4,0.32,,-3.1110e-02,1.28
-1.2440e-03,0.48,0.28,,-3.1100e-02,1.26
-1.2436e-03,0.44,0.36,,-3.1090e-02,1.28
-1.2432e-03,0.44,0.28,,-3.1080e-02,1.28
-1.2428e-03,0.36,0.28,,-3.1070e-02,1.28
-1.2424e-03,0.44,0.32,,-3.1060e-02,1.28
-1.2420e-03,0.4,0.36,,-3.1050e-02,1.28
-1.2416e-03,0.44,0.32,,-3.1040e-02,1.3
-1.2412e-03,0.52,0.32,,-3.1030e-02,1.28
-1.2408e-03,0.48,0.36,,-3.1020e-02,1.28
-1.2404e-03,0.4,0.28,,-3.1010e-02,1.28
-1.2400e-03,0.4,0.32,,-3.1000e-02,1.32
-1.2396e-03,0.4,0.28,,-3.0990e-02,1.28
-1.2392e-03,0.48,0.28,,-3.0980e-02,1.3
-1.2388e-03,0.36,0.28,,-3.0970e-02,1.28
-1.2384e-03,0.36,0.24,,-3.0960e-02,1.32
-1.2380e-03,0.4,0.32,,-3.0950e-02,1.3
-1.2376e-03,0.48,0.32,,-3.0940e-02,1.34
-1.2372e-03,0.32,0.28,,-3.0930e-02,1.28
-1.2368e-03,0.44,0.32,,-3.0920e-02,1.3
-1.2364e-03,0.32,0.28,,-3.0910e-02,1.26
-1.2360e-03,0.44,0.24,,-3.0900e-02,1.28
-1.2356e-03,0.4,0.4,,-3.0890e-02,1.28
-1.2352e-03,0.4,0.28,,-3.0880e-02,1.26
-1.2348e-03,0.4,0.24,,-3.0870e-02,1.28
-1.2344e-03,0.4,0.24,,-3.0860e-02,1.28
-1.2340e-03,0.44,0.28,,-3.0850e-02,1.28
-1.2336e-03,0.44,0.32,,-3.0840e-02,1.3
-1.2332e-03,0.48,0.32,,-3.0830e-02,1.3
-1.2328e-03,0.4,0.28,,-3.0820e-02,1.28
-1.2324e-03,0.44,0.32,,-3.0810e-02,1.28
-1.2320e-03,0.48,0.36,,-3.0800e-02,1.28
-1.2316e-03,0.44,0.32,,-3.0790e-02,1.28
-1.2312e-03,0.4,0.28,,-3.0780e-02,1.28
-1.2308e-03,0.4,0.32,,-3.0770e-02,1.26
-1.2304e-03,0.4,0.28,,-3.0760e-02,1.28
-1.2300e-03,0.4,0.36,,-3.0750e-02,1.28
-1.2296e-03,0.4,0.32,,-3.0740e-02,1.3
-1.2292e-03,0.36,0.28,,-3.0730e-02,1.28
-1.2288e-03,0.4,0.32,,-3.0720e-02,1.28
-1.2284e-03,0.44,0.36,,-3.0710e-02,1.28
-1.2280e-03,0.44,0.32,,-3.0700e-02,1.3
-1.2276e-03,0.4,0.28,,-3.0690e-02,1.24
-1.2272e-03,0.4,0.28,,-3.0680e-02,1.3
-1.2268e-03,0.4,0.32,,-3.0670e-02,1.28
-1.2264e-03,0.44,0.32,,-3.0660e-02,1.28
-1.2260e-03,0.4,0.32,,-3.0650e-02,1.28
-1.2256e-03,0.44,0.28,,-3.0640e-02,1.28
-1.2252e-03,0.4,0.32,,-3.0630e-02,1.28
-1.2248e-03,0.4,0.24,,-3.0620e-02,1.3
-1.2244e-03,0.4,0.28,,-3.0610e-02,1.26
-1.2240e-03,0.44,0.36,,-3.0600e-02,1.3
-1.2236e-03,0.44,0.44,,-3.0590e-02,1.28
-1.2232e-03,0.44,0.28,,-3.0580e-02,1.28
-1.2228e-03,0.4,0.32,,-3.0570e-02,1.28
-1.2224e-03,0.48,0.28,,-3.0560e-02,1.26
-1.2220e-03,0.4,0.32,,-3.0550e-02,1.26
-1.2216e-03,0.44,0.36,,-3.0540e-02,1.26
-1.2212e-03,0.44,0.32,,-3.0530e-02,1.28
-1.2208e-03,0.48,0.36,,-3.0520e-02,1.32
-1.2204e-03,0.4,0.4,,-3.0510e-02,1.28
-1.2200e-03,0.4,0.32,,-3.0500e-02,1.28
-1.2196e-03,0.4,0.32,,-3.0490e-02,1.28
-1.2192e-03,0.4,0.28,,-3.0480e-02,1.24
-1.2188e-03,0.36,0.28,,-3.0470e-02,1.28
-1.2184e-03,0.44,0.24,,-3.0460e-02,1.32
-1.2180e-03,0.4,0.28,,-3.0450e-02,1.28
-1.2176e-03,0.4,0.28,,-3.0440e-02,1.28
-1.2172e-03,0.4,0.28,,-3.0430e-02,1.28
-1.2168e-03,0.4,0.32,,-3.0420e-02,1.28
-1.2164e-03,0.44,0.24,,-3.0410e-02,1.26
-1.2160e-03,0.44,0.32,,-3.0400e-02,1.26
-1.2156e-03,0.44,0.36,,-3.0390e-02,1.3
-1.2152e-03,0.4,0.28,,-3.0380e-02,1.26
-1.2148e-03,0.4,0.36,,-3.0370e-02,1.28
-1.2144e-03,0.44,0.28,,-3.0360e-02,1.26
-1.2140e-03,0.4,0.28,,-3.0350e-02,1.3
-1.2136e-03,0.4,0.24,,-3.0340e-02,1.28
-1.2132e-03,0.44,0.28,,-3.0330e-02,1.28
-1.2128e-03,0.4,0.36,,-3.0320e-02,1.3
-1.2124e-03,0.28,0.28,,-3.0310e-02,1.32
-1.2120e-03,0.4,0.28,,-3.0300e-02,1.32
-1.2116e-03,0.4,0.28,,-3.0290e-02,1.32
-1.2112e-03,0.36,0.32,,-3.0280e-02,1.26
-1.2108e-03,0.4,0.32,,-3.0270e-02,1.28
-1.2104e-03,0.44,0.36,,-3.0260e-02,1.28
-1.2100e-03,0.36,0.36,,-3.0250e-02,1.3
-1.2096e-03,0.4,0.28,,-3.0240e-02,1.28
-1.2092e-03,0.44,0.28,,-3.0230e-02,1.28
-1.2088e-03,0.36,0.32,,-3.0220e-02,1.3
-1.2084e-03,0.48,0.28,,-3.0210e-02,1.28
-1.2080e-03,0.44,0.32,,-3.0200e-02,1.3
-1.2076e-03,0.44,0.32,,-3.0190e-02,1.3
-1.2072e-03,0.4,0.32,,-3.0180e-02,1.26
-1.2068e-03,0.44,0.32,,-3.0170e-02,1.28
-1.2064e-03,0.4,0.36,,-3.0160e-02,1.3
-1.2060e-03,0.4,0.36,,-3.0150e-02,1.28
-1.2056e-03,0.44,0.24,,-3.0140e-02,1.28
-1.2052e-03,0.4,0.32,,-3.0130e-02,1.3
-1.2048e-03,0.48,0.32,,-3.0120e-02,1.3
-1.2044e-03,0.4,0.36,,-3.0110e-02,1.3
-1.2040e-03,0.4,0.28,,-3.0100e-02,1.28
-1.2036e-03,0.44,0.36,,-3.0090e-02,1.3
-1.2032e-03,0.44,0.36,,-3.0080e-02,1.3
-1.2028e-03,0.4,0.32,,-3.0070e-02,1.26
-1.2024e-03,0.44,0.32,,-3.0060e-02,1.28
-1.2020e-03,0.36,0.28,,-3.0050e-02,1.24
-1.2016e-03,0.4,0.28,,-3.0040e-02,1.32
-1.2012e-03,0.32,0.36,,-3.0030e-02,1.26
-1.2008e-03,0.4,0.36,,-3.0020e-02,1.32
-1.2004e-03,0.44,0.28,,-3.0010e-02,1.26
-1.2000e-03,0.44,0.32,,-3.0000e-02,0.7
-1.1996e-03,0.44,0.36,,-2.9990e-02,0.66
-1.1992e-03,0.4,0.28,,-2.9980e-02,0.66
-1.1988e-03,0.4,0.32,,-2.9970e-02,0.66
-1.1984e-03,0.36,0.28,,-2.9960e-02,0.68
-1.1980e-03,0.4,0.32,,-2.9950e-02,0.68
-1.1976e-03,0.48,0.32,,-2.9940e-02,0.68
-1.1972e-03,0.4,0.24,,-2.9930e-02,0.66
-1.1968e-03,0.48,0.28,,-2.9920e-02,0.66
-1.1964e-03,0.44,0.28,,-2.9910e-02,0.68
-1.1960e-03,0.4,0.28,,-2.9900e-02,0.68
-1.1956e-03,0.44,0.24,,-2.9890e-02,0.66
-1.1952e-03,0.36,0.32,,-2.9880e-02,0.66
-1.1948e-03,0.36,0.28,,-2.9870e-02,0.72
-1.1944e-03,0.48,0.32,,-2.9860e-02,0.7
-1.1940e-03,0.44,0.4,,-2.9850e-02,0.68
-1.1936e-03,0.4,0.36,,-2.9840e-02,0.7
-1.1932e-03,0.4,0.32,,-2.9830e-02,0.68
-1.1928e-03,0.4,0.28,,-2.9820e-02,0.7
-1.1924e-03,0.44,0.28,,-2.9810e-02,0.66
-1.1920e-03,0.36,0.24,,-2.9800e-02,0.66
-1.1916e-03,0.4,0.24,,-2.9790e-02,0.66
-1.1912e-03,0.4,0.28,,-2.9780e-02,0.68
-1.1908e-03,0.4,0.4,,-2.9770e-02,0.64
-1.1904e-03,0.48,0.32,,-2.9760e-02,0.66
-1.1900e-03,0.4,0.36,,-2.9750e-02,0.7
-1.1896e-03,0.44,0.36,,-2.9740e-02,0.68
-1.1892e-03,0.36,0.28,,-2.9730e-02,0.68
-1.1888e-03,0.4,0.28,,-2.9720e-02,0.66
-1.1884e-03,0.4,0.28,,-2.9710e-02,0.68
-1.1880e-03,0.44,0.4,,-2.9700e-02,0.68
-1.1876e-03,0.44,0.32,,-2.9690e-02,0.64
-1.1872e-03,0.4,0.32,,-2.9680e-02,0.68
-1.1868e-03,0.4,0.32,,-2.9670e-02,0.7
-1.1864e-03,0.4,0.28,,-2.9660e-02,0.7
-1.1860e-03,0.4,0.28,,-2.9650e-02,0.68
-1.1856e-03,0.36,0.32,,-2.9640e-02,0.66
-1.1852e-03,0.36,0.28,,-2.9630e-02,0.66
-1.1848e-03,0.4,0.32,,-2.9620e-02,0.7
-1.1844e-03,0.4,0.24,,-2.9610e-02,0.68
-1.1840e-03,0.44,0.32,,-2.9600e-02,0.66
-1.1836e-03,0.52,0.32,,-2.9590e-02,0.68
-1.1832e-03,0.44,0.32,,-2.9580e-02,0.7
-1.1828e-03,0.4,0.32,,-2.9570e-02,0.66
-1.1824e-03,0.36,0.28,,-2.9560e-02,0.66
-1.1820e-03,0.36,0.4,,-2.9550e-02,0.68
-1.1816e-03,0.4,0.32,,-2.9540e-02,0.68
-1.1812e-03,0.4,0.28,,-2.9530e-02,0.66
-1.1808e-03,0.4,0.28,,-2.9520e-02,0.72
-1.1804e-03,0.4,0.32,,-2.9510e-02,0.7
-1.1800e-03,0.4,0.32,,-2.9500e-02,0.7
-1.1796e-03,0.4,0.28,,-2.9490e-02,0.68
-1.1792e-03,0.44,0.36,,-2.9480e-02,0.68
-1.1788e-03,0.44,0.32,,-2.9470e-02,0.7
-1.1784e-03,0.4,0.32,,-2.9460e-02,0.7
-1.1780e-03,0.44,0.24,,-2.9450e-02,0.7
-1.1776e-03,0.44,0.28,,-2.9440e-02,0.7
-1.1772e-03,0.4,0.32,,-2.9430e-02,0.68
-1.1768e-03,0.4,0.36,,-2.9420e-02,0.66
-1.1764e-03,0.4,0.28,,-2.9410e-02,0.7
-1.1760e-03,0.4,0.28,,-2.9400e-02,0.66
-1.1756e-03,0.4,0.24,,-2.9390e-02,0.7
-1.1752e-03,0.32,0.32,,-2.9380e-02,0.66
-1.1748e-03,0.44,0.32,,-2.9370e-02,0.68
-1.1744e-03,0.48,0.24,,-2.9360e-02,0.7
-1.1740e-03,0.44,0.36,,-2.9350e-02,0.68
-1.1736e-03,0.36,0.32,,-2.9340e-02,0.68
-1.1732e-03,0.44,0.28,,-2.9330e-02,0.7
-1.1728e-03,0.44,0.32,,-2.9320e-02,0.68
-1.1724e-03,0.4,0.32,,-2.9310e-02,0.68
-1.1720e-03,0.4,0.32,,-2.9300e-02,0.7
-1.1716e-03,0.4,0.32,,-2.9290e-02,0.68
-1.1712e-03,0.4,0.24,,-2.9280e-02,0.7
-1.1708e-03,0.32,0.2,,-2.9270e-02,0.68
-1.1704e-03,0.44,0.32,,-2.9260e-02,0.68
-1.1700e-03,0.44,0.24,,-2.9250e-02,0.66
-1.1696e-03,0.4,0.28,,-2.9240e-02,0.68
-1.1692e-03,0.48,0.28,,-2.9230e-02,0.7
-1.1688e-03,0.4,0.4,,-2.9220e-02,0.7
-1.1684e-03,0.48,0.36,,-2.9210e-02,0.7
-1.1680e-03,0.48,0.28,,-2.9200e-02,0.7
-1.1676e-03,0.4,0.28,,-2.9190e-02,0.66
-1.1672e-03,0.4,0.32,,-2.9180e-02,0.66
-1.1668e-03,0.4,0.32,,-2.9170e-02,0.68
-1.1664e-03,0.44,0.32,,-2.9160e-02,0.66
-1.1660e-03,0.4,0.32,,-2.9150e-02,0.68
-1.1656e-03,0.44,0.32,,-2.9140e-02,0.7
-1.1652e-03,0.4,0.28,,-2.9130e-02,0.68
-1.1648e-03,0.36,0.32,,-2.9120e-02,0.7
-1.1644e-03,0.48,0.32,,-2.9110e-02,0.7
-1.1640e-03,0.48,0.32,,-2.9100e-02,0.68
-1.1636e-03,0.4,0.36,,-2.9090e-02,0.66
-1.1632e-03,0.48,0.32,,-2.9080e-02,0.7
-1.1628e-03,0.44,0.36,,-2.9070e-02,0.7
-1.1624e-03,0.4,0.28,,-2.9060e-02,0.68
-1.1620e-03,0.44,0.32,,-2.9050e-02,0.68
-1.1616e-03,0.44,0.28,,-2.9040e-02,0.68
-1.1612e-03,0.36,0.32,,-2.9030e-02,0.7
-1.1608e-03,0.44,0.36,,-2.9020e-02,0.7
-1.1604e-03,0.4,0.32,,-2.9010e-02,0.68
-1.1600e-03,0.44,0.32,,-2.9000e-02,0.7
-1.1596e-03,0.36,0.32,,-2.8990e-02,0.68
-1.1592e-03,0.48,0.32,,-2.8980e-02,0.68
-1.1588e-03,0.4,0.4,,-2.8970e-02,0.68
-1.1584e-03,0.36,0.28,,-2.8960e-02,0.66
-1.1580e-03,0.32,0.28,,-2.8950e-02,0.68
-1.1576e-03,0.36,0.32,,-2.8940e-02,0.7
-1.1572e-03,0.52,0.32,,-2.8930e-02,0.68
-1.1568e-03,0.4,0.32,,-2.8920e-02,0.66
-1.1564e-03,0.44,0.36,,-2.8910e-02,0.68
-1.1560e-03,0.4,0.32,,-2.8900e-02,0.68
-1.1556e-03,0.36,0.32,,-2.8890e-02,0.68
-1.1552e-03,0.44,0.32,,-2.8880e-02,0.68
-1.1548e-03,0.44,0.32,,-2.8870e-02,0.68
-1.1544e-03,0.36,0.28,,-2.8860e-02,0.68
-1.1540e-03,0.44,0.36,,-2.8850e-02,0.68
-1.1536e-03,0.44,0.24,,-2.8840e-02,0.7
-1.1532e-03,0.4,0.36,,-2.8830e-02,0.72
-1.1528e-03,0.4,0.28,,-2.8820e-02,0.66
