Model,DPO3012
Firmware Version,2.16

Point Format,Y,,,Point Format,Y
Horizontal Units,S,,,Horizontal Units,S
Horizontal Scale,0.0004,,,Horizontal Scale,0.01
Sample Interval,4e-07,,,Sample Interval,1e-05
Record Length,10000,,,Record Length,10000
Gating,0.0% to 100.0%,0.0% to 100.0%,,Gating,0.0% to 100.0%
Probe Attenuation,1,1,,Probe Attenuation,1
Vertical Units,V,V,,Vertical Units,V
Vertical Offset,0,0,,Vertical Offset,0
Vertical Scale,1,1,,Vertical Scale,0.5
Label,,,,Label,
TIME,CH1,CH2,,TIME,REF1
-1.9080e-04,0.4,0.32,,-4.7700e-03,0.68
-1.9040e-04,0.44,0.32,,-4.7600e-03,0.7
-1.9000e-04,0.52,0.28,,-4.7500e-03,0.7
-1.8960e-04,0.44,0.28,,-4.7400e-03,0.68
-1.8920e-04,0.44,0.28,,-4.7300e-03,0.7
-1.8880e-04,0.4,0.32,,-4.7200e-03,0.7
-1.8840e-04,0.4,0.28,,-4.7100e-03,0.66
-1.8800e-04,0.44,0.36,,-4.7000e-03,0.7
-1.8760e-04,0.44,0.32,,-4.6900e-03,0.68
-1.8720e-04,0.36,0.32,,-4.6800e-03,0.66
-1.8680e-04,0.4,0.36,,-4.6700e-03,0.66
-1.8640e-04,0.4,0.32,,-4.6600e-03,0.7
-1.8600e-04,0.48,0.4,,-4.6500e-03,0.7
-1.8560e-04,0.36,0.28,,-4.6400e-03,0.7
-1.8520e-04,0.44,0.32,,-4.6300e-03,0.66
-1.8480e-04,0.48,0.32,,-4.6200e-03,0.66
-1.8440e-04,0.36,0.36,,-4.6100e-03,0.7
-1.8400e-04,0.4,0.36,,-4.6000e-03,0.7
-1.8360e-04,0.32,0.28,,-4.5900e-03,0.68
-1.8320e-04,0.44,0.24,,-4.5800e-03,0.7
-1.8280e-04,0.44,0.32,,-4.5700e-03,0.7
-1.8240e-04,0.48,0.28,,-4.5600e-03,0.64
-1.8200e-04,0.4,0.28,,-4.5500e-03,0.68
-1.8160e-04,0.4,0.28,,-4.5400e-03,0.68
-1.8120e-04,0.44,0.28,,-4.5300e-03,0.72
-1.8080e-04,0.36,0.28,,-4.5200e-03,0.7
-1.8040e-04,0.44,0.32,,-4.5100e-03,0.7
-1.8000e-04,0.4,0.28,,-4.5000e-03,0.7
-1.7960e-04,0.36,0.36,,-4.4900e-03,0.68
-1.7920e-04,0.4,0.32,,-4.4800e-03,0.66
-1.7880e-04,0.4,0.28,,-4.4700e-03,0.66
-1.7840e-04,0.4,0.36,,-4.4600e-03,0.7
-1.7800e-04,0.36,0.32,,-4.4500e-03,0.7
-1.7760e-04,0.48,0.36,,-4.4400e-03,0.7
-1.7720e-04,0.44,0.32,,-4.4300e-03,0.7
-1.7680e-04,0.4,0.32,,-4.4200e-03,0.68
-1.7640e-04,0.36,0.32,,-4.4100e-03,0.68
-1.7600e-04,0.4,0.32,,-4.4000e-03,0.64
-1.7560e-04,0.32,0.28,,-4.3900e-03,0.72
-1.7520e-04,0.4,0.28,,-4.3800e-03,0.68
-1.7480e-04,0.44,0.24,,-4.3700e-03,0.68
-1.7440e-04,0.4,0.32,,-4.3600e-03,0.66
-1.7400e-04,0.48,0.28,,-4.3500e-03,0.68
-1.7360e-04,0.4,0.32,,-4.3400e-03,0.68
-1.7320e-04,0.44,0.28,,-4.3300e-03,0.66
-1.7280e-04,0.4,0.32,,-4.3200e-03,0.66
-1.7240e-04,0.4,0.32,,-4.3100e-03,0.66
-1.7200e-04,0.44,0.32,,-4.3000e-03,0.68
-1.7160e-04,0.36,0.32,,-4.2900e-03,0.68
-1.7120e-04,0.4,0.24,,-4.2800e-03,0.7
-1.7080e-04,0.4,0.24,,-4.2700e-03,0.7
-1.7040e-04,0.4,0.28,,-4.2600e-03,0.68
-1.7000e-04,0.44,0.28,,-4.2500e-03,0.66
-1.6960e-04,0.44,0.32,,-4.2400e-03,0.68
-1.6920e-04,0.36,0.28,,-4.2300e-03,0.74
-1.6880e-04,0.4,0.32,,-4.2200e-03,0.68
-1.6840e-04,0.36,0.4,,-4.2100e-03,0.66
-1.6800e-04,0.4,0.28,,-4.2000e-03,0.66
-1.6760e-04,0.4,0.32,,-4.1900e-03,0.7
-1.6720e-04,0.4,0.32,,-4.1800e-03,0.68
-1.6680e-04,0.4,0.32,,-4.1700e-03,0.7
-1.6640e-04,0.4,0.32,,-4.1600e-03,0.68
-1.6600e-04,0.44,0.28,,-4.1500e-03,0.7
-1.6560e-04,0.4,0.28,,-4.1400e-03,0.66
-1.6520e-04,0.48,0.32,,-4.1300e-03,0.7
-1.6480e-04,0.36,0.32,,-4.1200e-03,0.68
-1.6440e-04,0.44,0.24,,-4.1100e-03,0.68
-1.6400e-04,0.4,0.24,,-4.1000e-03,0.72
-1.6360e-04,0.48,0.28,,-4.0900e-03,0.68
-1.6320e-04,0.44,0.32,,-4.0800e-03,0.72
-1.6280e-04,0.4,0.32,,-4.0700e-03,0.66
-1.6240e-04,0.44,0.32,,-4.0600e-03,0.7
-1.6200e-04,0.36,0.28,,-4.0500e-03,0.68
-1.6160e-04,0.4,0.4,,-4.0400e-03,0.66
-1.6120e-04,0.44,0.28,,-4.0300e-03,0.7
-1.6080e-04,0.48,0.28,,-4.0200e-03,0.72
-1.6040e-04,0.44,0.32,,-4.0100e-03,0.7
-1.6000e-04,0.44,0.28,,-4.0000e-03,0.68
-1.5960e-04,0.4,0.32,,-3.9900e-03,0.7
-1.5920e-04,0.48,0.28,,-3.9800e-03,0.7
-1.5880e-04,0.4,0.24,,-3.9700e-03,0.66
-1.5840e-04,0.4,0.32,,-3.9600e-03,0.66
-1.5800e-04,0.44,0.28,,-3.9500e-03,0.68
-1.5760e-04,0.48,0.28,,-3.9400e-03,0.66
-1.5720e-04,0.4,0.28,,-3.9300e-03,0.68
-1.5680e-04,0.4,0.28,,-3.9200e-03,0.68
-1.5640e-04,0.36,0.44,,-3.9100e-03,0.64
-1.5600e-04,0.44,0.32,,-3.9000e-03,0.7
-1.5560e-04,0.4,0.36,,-3.8900e-03,0.7
-1.5520e-04,0.4,0.32,,-3.8800e-03,0.68
-1.5480e-04,0.4,0.28,,-3.8700e-03,0.66
-1.5440e-04,0.4,0.36,,-3.8600e-03,0.68
-1.5400e-04,0.4,0.32,,-3.8500e-03,0.68
-1.5360e-04,0.4,0.36,,-3.8400e-03,0.66
-1.5320e-04,0.36,0.24,,-3.8300e-03,0.7
-1.5280e-04,0.32,0.32,,-3.8200e-03,0.68
-1.5240e-04,0.44,0.32,,-3.8100e-03,0.66
-1.5200e-04,0.4,0.32,,-3.8000e-03,0.7
-1.5160e-04,0.4,0.36,,-3.7900e-03,0.66
-1.5120e-04,0.4,0.28,,-3.7800e-03,0.68
-1.5080e-04,0.36,0.28,,-3.7700e-03,0.64
-1.5040e-04,0.48,0.28,,-3.7600e-03,0.68
-1.5000e-04,0.36,0.36,,-3.7500e-03,0.7
-1.4960e-04,0.44,0.36,,-3.7400e-03,0.66
-1.4920e-04,0.4,0.32,,-3.7300e-03,0.72
-1.4880e-04,0.48,0.32,,-3.7200e-03,0.68
-1.4840e-04,0.44,0.32,,-3.7100e-03,0.68
-1.4800e-04,0.4,0.32,,-3.7000e-03,0.68
-1.4760e-04,0.44,0.28,,-3.6900e-03,0.66
-1.4720e-04,0.44,0.32,,-3.6800e-03,0.7
-1.4680e-04,0.44,0.32,,-3.6700e-03,0.64
-1.4640e-04,0.4,0.32,,-3.6600e-03,0.7
-1.4600e-04,0.4,0.24,,-3.6500e-03,0.68
-1.4560e-04,0.36,0.32,,-3.6400e-03,0.68
-1.4520e-04,0.48,0.32,,-3.6300e-03,0.68
-1.4480e-04,0.48,0.28,,-3.6200e-03,0.7
-1.4440e-04,0.36,0.32,,-3.6100e-03,0.66
-1.4400e-04,0.36,0.36,,-3.6000e-03,0.7
-1.4360e-04,0.4,0.28,,-3.5900e-03,0.7
-1.4320e-04,0.4,0.32,,-3.5800e-03,0.68
-1.4280e-04,0.48,0.28,,-3.5700e-03,0.7
-1.4240e-04,0.4,0.32,,-3.5600e-03,0.68
-1.4200e-04,0.4,0.16,,-3.5500e-03,0.68
-1.4160e-04,0.4,0.32,,-3.5400e-03,0.7
-1.4120e-04,0.48,0.36,,-3.5300e-03,0.7
-1.4080e-04,0.4,0.28,,-3.5200e-03,0.68
-1.4040e-04,0.4,0.36,,-3.5100e-03,0.68
-1.4000e-04,0.44,0.28,,-3.5000e-03,0.7
-1.3960e-04,0.36,0.32,,-3.4900e-03,0.68
-1.3920e-04,0.44,0.32,,-3.4800e-03,0.68
-1.3880e-04,0.48,0.32,,-3.4700e-03,0.64
-1.3840e-04,0.44,0.28,,-3.4600e-03,0.66
-1.3800e-04,0.4,0.32,,-3.4500e-03,0.66
-1.3760e-04,0.44,0.28,,-3.4400e-03,0.7
-1.3720e-04,0.44,0.28,,-3.4300e-03,0.74
-1.3680e-04,0.4,0.36,,-3.4200e-03,0.7
-1.3640e-04,0.4,0.32,,-3.4100e-03,0.64
-1.3600e-04,0.32,0.32,,-3.4000e-03,0.68
-1.3560e-04,0.44,0.28,,-3.3900e-03,0.68
-1.3520e-04,0.36,0.32,,-3.3800e-03,0.68
-1.3480e-04,0.4,0.32,,-3.3700e-03,0.68
-1.3440e-04,0.4,0.36,,-3.3600e-03,0.7
-1.3400e-04,0.4,0.32,,-3.3500e-03,0.68
-1.3360e-04,0.44,0.36,,-3.3400e-03,0.68
-1.3320e-04,0.4,0.28,,-3.3300e-03,0.68
-1.3280e-04,0.4,0.32,,-3.3200e-03,0.7
-1.3240e-04,0.4,0.32,,-3.3100e-03,0.68
-1.3200e-04,0.44,0.32,,-3.3000e-03,0.7
-1.3160e-04,0.36,0.32,,-3.2900e-03,0.68
-1.3120e-04,0.4,0.32,,-3.2800e-03,0.66
-1.3080e-04,0.4,0.32,,-3.2700e-03,0.66
-1.3040e-04,0.44,0.32,,-3.2600e-03,0.7
-1.3000e-04,0.4,0.28,,-3.2500e-03,0.7
-1.2960e-04,0.4,0.36,,-3.2400e-03,0.72
-1.2920e-04,0.44,0.28,,-3.2300e-03,0.66
-1.2880e-04,0.4,0.36,,-3.2200e-03,0.7
-1.2840e-04,0.48,0.32,,-3.2100e-03,0.64
-1.2800e-04,0.44,0.28,,-3.2000e-03,0.66
-1.2760e-04,0.4,0.32,,-3.1900e-03,0.66
-1.2720e-04,0.36,0.24,,-3.1800e-03,0.68
-1.2680e-04,0.36,0.28,,-3.1700e-03,0.64
-1.2640e-04,0.4,0.28,,-3.1600e-03,0.7
-1.2600e-04,0.4,0.28,,-3.1500e-03,0.68
-1.2560e-04,0.4,0.32,,-3.1400e-03,0.68
-1.2520e-04,0.48,0.28,,-3.1300e-03,0.66
-1.2480e-04,0.4,0.36,,-3.1200e-03,0.68
-1.2440e-04,0.4,0.28,,-3.1100e-03,0.68
-1.2400e-04,0.4,0.32,,-3.1000e-03,0.68
-1.2360e-04,0.44,0.32,,-3.0900e-03,0.64
-1.2320e-04,0.36,0.28,,-3.0800e-03,0.66
-1.2280e-04,0.44,0.36,,-3.0700e-03,0.66
-1.2240e-04,0.4,0.28,,-3.0600e-03,0.68
-1.2200e-04,0.32,0.32,,-3.0500e-03,0.7
-1.2160e-04,0.4,0.32,,-3.0400e-03,0.7
-1.2120e-04,0.44,0.28,,-3.0300e-03,0.68
-1.2080e-04,0.44,0.32,,-3.0200e-03,0.66
-1.2040e-04,0.44,0.32,,-3.0100e-03,0.68
-1.2000e-04,0.32,0.36,,-3.0000e-03,0.7
-1.1960e-04,0.4,0.28,,-2.9900e-03,0.68
-1.1920e-04,0.4,0.32,,-2.9800e-03,0.66
-1.1880e-04,0.44,0.36,,-2.9700e-03,0.66
-1.1840e-04,0.4,0.32,,-2.9600e-03,0.68
-1.1800e-04,0.4,0.28,,-2.9500e-03,0.66
-1.1760e-04,0.44,0.32,,-2.9400e-03,0.68
-1.1720e-04,0.32,0.28,,-2.9300e-03,0.68
-1.1680e-04,0.36,0.28,,-2.9200e-03,0.66
-1.1640e-04,0.4,0.28,,-2.9100e-03,0.68
-1.1600e-04,0.48,0.32,,-2.9000e-03,0.68
-1.1560e-04,0.4,0.32,,-2.8900e-03,0.72
-1.1520e-04,0.4,0.36,,-2.8800e-03,0.68
-1.1480e-04,0.44,0.32,,-2.8700e-03,0.66
-1.1440e-04,0.4,0.28,,-2.8600e-03,0.68
-1.1400e-04,0.32,0.32,,-2.8500e-03,0.7
-1.1360e-04,0.36,0.32,,-2.8400e-03,0.68
-1.1320e-04,0.36,0.32,,-2.8300e-03,0.68
-1.1280e-04,0.44,0.28,,-2.8200e-03,0.7
-1.1240e-04,0.4,0.28,,-2.8100e-03,0.68
-1.1200e-04,0.36,0.24,,-2.8000e-03,0.68
-1.1160e-04,0.4,0.28,,-2.7900e-03,0.66
-1.1120e-04,0.44,0.32,,-2.7800e-03,0.66
-1.1080e-04,0.44,0.32,,-2.7700e-03,0.68
-1.1040e-04,0.44,0.28,,-2.7600e-03,0.68
-1.1000e-04,0.4,0.36,,-2.7500e-03,0.68
-1.0960e-04,0.44,0.28,,-2.7400e-03,0.7
-1.0920e-04,0.48,0.32,,-2.7300e-03,0.68
-1.0880e-04,0.36,0.32,,-2.7200e-03,0.68
-1.0840e-04,0.44,0.28,,-2.7100e-03,0.7
-1.0800e-04,0.4,0.32,,-2.7000e-03,0.68
-1.0760e-04,0.48,0.36,,-2.6900e-03,0.66
-1.0720e-04,0.36,0.32,,-2.6800e-03,0.66
-1.0680e-04,0.4,0.24,,-2.6700e-03,0.66
-1.0640e-04,0.48,0.32,,-2.6600e-03,0.68
-1.0600e-04,0.4,0.32,,-2.6500e-03,0.68
-1.0560e-04,0.4,0.24,,-2.6400e-03,0.68
-1.0520e-04,0.48,0.32,,-2.6300e-03,0.66
-1.0480e-04,0.4,0.24,,-2.6200e-03,0.72
-1.0440e-04,0.44,0.32,,-2.6100e-03,0.66
-1.0400e-04,0.44,0.28,,-2.6000e-03,0.7
-1.0360e-04,0.36,0.32,,-2.5900e-03,0.7
-1.0320e-04,0.4,0.2,,-2.5800e-03,0.66
-1.0280e-04,0.4,0.36,,-2.5700e-03,0.68
-1.0240e-04,0.36,0.28,,-2.5600e-03,0.7
-1.0200e-04,0.48,0.28,,-2.5500e-03,0.66
-1.0160e-04,0.44,0.28,,-2.5400e-03,0.7
-1.0120e-04,0.36,0.32,,-2.5300e-03,0.68
-1.0080e-04,0.4,0.28,,-2.5200e-03,0.66
-1.0040e-04,0.44,0.36,,-2.5100e-03,0.66
-1.0000e-04,0.48,0.32,,-2.5000e-03,0.68
-9.9600e-05,0.44,0.28,,-2.4900e-03,0.68
-9.9200e-05,0.4,0.32,,-2.4800e-03,0.7
-9.8800e-05,0.44,0.28,,-2.4700e-03,0.68
-9.8400e-05,0.44,0.36,,-2.4600e-03,0.66
-9.8000e-05,0.4,0.32,,-2.4500e-03,0.66
-9.7600e-05,0.4,0.28,,-2.4400e-03,0.68
-9.7200e-05,0.4,0.32,,-2.4300e-03,0.66
-9.6800e-05,0.4,0.32,,-2.4200e-03,0.68
-9.6400e-05,0.36,0.32,,-2.4100e-03,0.68
-9.6000e-05,0.44,0.4,,-2.4000e-03,0.7
-9.5600e-05,0.44,0.28,,-2.3900e-03,0.68
-9.5200e-05,0.4,0.32,,-2.3800e-03,0.7
-9.4800e-05,0.4,0.4,,-2.3700e-03,0.66
-9.4400e-05,0.36,0.32,,-2.3600e-03,0.68
-9.4000e-05,0.44,0.28,,-2.3500e-03,0.7
-9.3600e-05,0.44,0.28,,-2.3400e-03,0.68
-9.3200e-05,0.44,0.32,,-2.3300e-03,0.66
-9.2800e-05,0.48,0.32,,-2.3200e-03,0.66
-9.2400e-05,0.4,0.28,,-2.3100e-03,0.66
-9.2000e-05,0.36,0.24,,-2.3000e-03,0.66
-9.1600e-05,0.36,0.32,,-2.2900e-03,0.7
-9.1200e-05,0.36,0.24,,-2.2800e-03,0.68
-9.0800e-05,0.4,0.32,,-2.2700e-03,0.7
-9.0400e-05,0.4,0.36,,-2.2600e-03,0.68
-9.0000e-05,0.44,0.28,,-2.2500e-03,0.68
-8.9600e-05,0.36,0.36,,-2.2400e-03,0.72
-8.9200e-05,0.4,0.32,,-2.2300e-03,0.66
-8.8800e-05,0.32,0.28,,-2.2200e-03,0.64
-8.8400e-05,0.4,0.32,,-2.2100e-03,0.66
-8.8000e-05,0.48,0.28,,-2.2000e-03,0.7
-8.7600e-05,0.44,0.28,,-2.1900e-03,0.68
-8.7200e-05,0.52,0.32,,-2.1800e-03,0.7
-8.6800e-05,0.36,0.32,,-2.1700e-03,0.66
-8.6400e-05,0.36,0.32,,-2.1600e-03,0.66
-8.6000e-05,0.44,0.28,,-2.1500e-03,0.68
-8.5600e-05,0.4,0.36,,-2.1400e-03,0.7
-8.5200e-05,0.44,0.4,,-2.1300e-03,0.68
-8.4800e-05,0.44,0.32,,-2.1200e-03,0.68
-8.4400e-05,0.44,0.28,,-2.1100e-03,0.7
-8.4000e-05,0.44,0.36,,-2.1000e-03,0.66
-8.3600e-05,0.4,0.28,,-2.0900e-03,0.64
-8.3200e-05,0.4,0.32,,-2.0800e-03,0.7
-8.2800e-05,0.4,0.28,,-2.0700e-03,0.72
-8.2400e-05,0.36,0.36,,-2.0600e-03,0.7
-8.2000e-05,0.44,0.28,,-2.0500e-03,0.7
-8.1600e-05,0.44,0.32,,-2.0400e-03,0.66
-8.1200e-05,0.44,0.28,,-2.0300e-03,0.68
-8.0800e-05,0.48,0.32,,-2.0200e-03,0.68
-8.0400e-05,0.4,0.28,,-2.0100e-03,0.68
-8.0000e-05,0.4,0.28,,-2.0000e-03,0.7
-7.9600e-05,0.44,0.28,,-1.9900e-03,0.7
-7.9200e-05,0.44,0.32,,-1.9800e-03,0.68
-7.8800e-05,0.44,0.32,,-1.9700e-03,0.66
-7.8400e-05,0.4,0.28,,-1.9600e-03,0.68
-7.8000e-05,0.4,0.28,,-1.9500e-03,0.68
-7.7600e-05,0.44,0.28,,-1.9400e-03,0.68
-7.7200e-05,0.44,0.28,,-1.9300e-03,0.66
-7.6800e-05,0.4,0.36,,-1.9200e-03,0.66
-7.6400e-05,0.36,0.32,,-1.9100e-03,0.68
-7.6000e-05,0.32,0.32,,-1.9000e-03,0.68
-7.5600e-05,0.4,0.36,,-1.8900e-03,0.64
-7.5200e-05,0.48,0.36,,-1.8800e-03,0.68
-7.4800e-05,0.44,0.32,,-1.8700e-03,0.66
-7.4400e-05,0.4,0.32,,-1.8600e-03,0.7
-7.4000e-05,0.44,0.36,,-1.8500e-03,0.7
-7.3600e-05,0.4,0.28,,-1.8400e-03,0.66
-7.3200e-05,0.4,0.32,,-1.8300e-03,0.7
-7.2800e-05,0.4,0.32,,-1.8200e-03,0.7
-7.2400e-05,0.44,0.28,,-1.8100e-03,0.66
-7.2000e-05,0.44,0.4,,-1.8000e-03,0.68
-7.1600e-05,0.44,0.32,,-1.7900e-03,0.7
-7.1200e-05,0.4,0.32,,-1.7800e-03,0.7
-7.0800e-05,0.36,0.28,,-1.7700e-03,0.72
-7.0400e-05,0.4,0.32,,-1.7600e-03,0.68
-7.0000e-05,0.44,0.28,,-1.7500e-03,0.66
-6.9600e-05,0.36,0.28,,-1.7400e-03,0.7
-6.9200e-05,0.44,0.28,,-1.7300e-03,0.7
-6.8800e-05,0.44,0.32,,-1.7200e-03,0.7
-6.8400e-05,0.4,0.28,,-1.7100e-03,0.68
-6.8000e-05,0.32,0.28,,-1.7000e-03,0.68
-6.7600e-05,0.36,0.28,,-1.6900e-03,0.68
-6.7200e-05,0.4,0.32,,-1.6800e-03,0.68
-6.6800e-05,0.4,0.28,,-1.6700e-03,0.68
-6.6400e-05,0.4,0.28,,-1.6600e-03,0.7
-6.6000e-05,0.4,0.28,,-1.6500e-03,0.7
-6.5600e-05,0.44,0.28,,-1.6400e-03,0.68
-6.5200e-05,0.4,0.36,,-1.6300e-03,0.68
-6.4800e-05,0.48,0.28,,-1.6200e-03,0.66
-6.4400e-05,0.44,0.32,,-1.6100e-03,0.7
-6.4000e-05,0.48,0.36,,-1.6000e-03,0.64
-6.3600e-05,0.44,0.36,,-1.5900e-03,0.68
-6.3200e-05,0.44,0.32,,-1.5800e-03,0.66
-6.2800e-05,0.48,0.36,,-1.5700e-03,0.7
-6.2400e-05,0.44,0.36,,-1.5600e-03,0.68
-6.2000e-05,0.44,0.32,,-1.5500e-03,0.66
-6.1600e-05,0.44,0.28,,-1.5400e-03,0.68
-6.1200e-05,0.48,0.32,,-1.5300e-03,0.7
-6.0800e-05,0.36,0.28,,-1.5200e-03,0.7
-6.0400e-05,0.36,0.28,,-1.5100e-03,0.7
-6.0000e-05,0.4,0.24,,-1.5000e-03,0.7
-5.9600e-05,0.36,0.24,,-1.4900e-03,0.68
-5.9200e-05,0.48,0.28,,-1.4800e-03,0.68
-5.8800e-05,0.48,0.28,,-1.4700e-03,0.7
-5.8400e-05,0.44,0.32,,-1.4600e-03,0.7
-5.8000e-05,0.4,0.28,,-1.4500e-03,0.66
-5.7600e-05,0.4,0.32,,-1.4400e-03,0.68
-5.7200e-05,0.44,0.32,,-1.4300e-03,0.72
-5.6800e-05,0.32,0.28,,-1.4200e-03,0.68
-5.6400e-05,0.4,0.36,,-1.4100e-03,0.68
-5.6000e-05,0.48,0.36,,-1.4000e-03,0.66
-5.5600e-05,0.4,0.36,,-1.3900e-03,0.66
-5.5200e-05,0.4,0.32,,-1.3800e-03,0.66
-5.4800e-05,0.44,0.28,,-1.3700e-03,0.7
-5.4400e-05,0.4,0.32,,-1.3600e-03,0.66
-5.4000e-05,0.4,0.36,,-1.3500e-03,0.7
-5.3600e-05,0.36,0.32,,-1.3400e-03,0.68
-5.3200e-05,0.48,0.28,,-1.3300e-03,0.7
-5.2800e-05,0.4,0.28,,-1.3200e-03,0.7
-5.2400e-05,0.4,0.32,,-1.3100e-03,0.7
-5.2000e-05,0.44,0.4,,-1.3000e-03,0.66
-5.1600e-05,0.4,0.28,,-1.2900e-03,0.68
-5.1200e-05,0.44,0.32,,-1.2800e-03,0.7
-5.0800e-05,0.48,0.28,,-1.2700e-03,0.68
-5.0400e-05,0.48,0.32,,-1.2600e-03,0.66
-5.0000e-05,0.4,0.32,,-1.2500e-03,0.68
-4.9600e-05,0.44,0.28,,-1.2400e-03,0.7
-4.9200e-05,0.4,0.28,,-1.2300e-03,0.68
-4.8800e-05,0.36,0.24,,-1.2200e-03,0.68
-4.8400e-05,0.4,0.28,,-1.2100e-03,0.7
-4.8000e-05,0.36,0.32,,-1.2000e-03,0.68
-4.7600e-05,0.48,0.36,,-1.1900e-03,0.74
-4.7200e-05,0.44,0.32,,-1.1800e-03,0.68
-4.6800e-05,0.4,0.32,,-1.1700e-03,0.68
-4.6400e-05,0.4,0.32,,-1.1600e-03,0.7
-4.6000e-05,0.4,0.36,,-1.1500e-03,0.66
-4.5600e-05,0.44,0.32,,-1.1400e-03,0.72
-4.5200e-05,0.4,0.28,,-1.1300e-03,0.68
-4.4800e-05,0.4,0.36,,-1.1200e-03,0.66
-4.4400e-05,0.32,0.28,,-1.1100e-03,0.68
-4.4000e-05,0.36,0.32,,-1.1000e-03,0.68
-4.3600e-05,0.44,0.32,,-1.0900e-03,0.7
-4.3200e-05,0.36,0.28,,-1.0800e-03,0.66
-4.2800e-05,0.44,0.32,,-1.0700e-03,0.66
-4.2400e-05,0.32,0.28,,-1.0600e-03,0.68
-4.2000e-05,0.32,0.28,,-1.0500e-03,0.7
-4.1600e-05,0.4,0.36,,-1.0400e-03,0.66
-4.1200e-05,0.44,0.32,,-1.0300e-03,0.66
-4.0800e-05,0.4,0.32,,-1.0200e-03,0.68
-4.0400e-05,0.44,0.32,,-1.0100e-03,0.68
-4.0000e-05,0.4,0.24,,-1.0000e-03,0.64
-3.9600e-05,0.44,0.32,,-9.9000e-04,0.64
-3.9200e-05,0.4,0.32,,-9.8000e-04,0.7
-3.8800e-05,0.4,0.28,,-9.7000e-04,0.7
-3.8400e-05,0.4,0.32,,-9.6000e-04,0.68
-3.8000e-05,0.44,0.32,,-9.5000e-04,0.68
-3.7600e-05,0.32,0.32,,-9.4000e-04,0.68
-3.7200e-05,0.4,0.36,,-9.3000e-04,0.68
-3.6800e-05,0.48,0.32,,-9.2000e-04,0.7
-3.6400e-05,0.44,0.28,,-9.1000e-04,0.66
-3.6000e-05,0.44,0.24,,-9.0000e-04,0.7
-3.5600e-05,0.32,0.28,,-8.9000e-04,0.7
-3.5200e-05,0.44,0.28,,-8.8000e-04,0.66
-3.4800e-05,0.4,0.36,,-8.7000e-04,0.68
-3.4400e-05,0.32,0.28,,-8.6000e-04,0.7
-3.4000e-05,0.32,0.28,,-8.5000e-04,0.68
-3.3600e-05,0.44,0.28,,-8.4000e-04,0.66
-3.3200e-05,0.4,0.28,,-8.3000e-04,0.66
-3.2800e-05,0.4,0.32,,-8.2000e-04,0.68
-3.2400e-05,0.36,0.32,,-8.1000e-04,0.66
-3.2000e-05,0.36,0.28,,-8.0000e-04,0.66
-3.1600e-05,0.4,0.32,,-7.9000e-04,0.68
-3.1200e-05,0.4,0.24,,-7.8000e-04,0.68
-3.0800e-05,0.4,0.36,,-7.7000e-04,0.66
-3.0400e-05,0.4,0.32,,-7.6000e-04,0.66
-3.0000e-05,0.4,0.28,,-7.5000e-04,0.68
-2.9600e-05,0.48,0.28,,-7.4000e-04,0.68
-2.9200e-05,0.44,0.36,,-7.3000e-04,0.7
-2.8800e-05,0.48,0.32,,-7.2000e-04,0.68
-2.8400e-05,0.44,0.32,,-7.1000e-04,0.64
-2.8000e-05,0.44,0.28,,-7.0000e-04,0.68
-2.7600e-05,0.4,0.32,,-6.9000e-04,0.68
-2.7200e-05,0.4,0.28,,-6.8000e-04,0.68
-2.6800e-05,0.4,0.32,,-6.7000e-04,0.68
-2.6400e-05,0.4,0.28,,-6.6000e-04,0.66
-2.6000e-05,0.4,0.28,,-6.5000e-04,0.7
-2.5600e-05,0.44,0.28,,-6.4000e-04,0.68
-2.5200e-05,0.44,0.28,,-6.3000e-04,0.64
-2.4800e-05,0.52,0.32,,-6.2000e-04,0.68
-2.4400e-05,0.36,0.32,,-6.1000e-04,0.68
-2.4000e-05,0.36,0.36,,-6.0000e-04,0.68
-2.3600e-05,0.4,0.32,,-5.9000e-04,0.68
-2.3200e-05,0.4,0.24,,-5.8000e-04,0.7
-2.2800e-05,0.48,0.28,,-5.7000e-04,0.66
-2.2400e-05,0.4,0.36,,-5.6000e-04,0.66
-2.2000e-05,0.4,0.28,,-5.5000e-04,0.7
-2.1600e-05,0.32,0.36,,-5.4000e-04,0.7
-2.1200e-05,0.44,0.24,,-5.3000e-04,0.66
-2.0800e-05,0.4,0.28,,-5.2000e-04,0.68
-2.0400e-05,0.4,0.28,,-5.1000e-04,0.68
-2.0000e-05,0.4,0.28,,-5.0000e-04,0.66
-1.9600e-05,0.4,0.28,,-4.9000e-04,0.66
-1.9200e-05,0.56,0.28,,-4.8000e-04,0.64
-1.8800e-05,0.48,0.32,,-4.7000e-04,0.7
-1.8400e-05,0.44,0.2,,-4.6000e-04,0.68
-1.8000e-05,0.44,0.32,,-4.5000e-04,0.7
-1.7600e-05,0.4,0.32,,-4.4000e-04,0.68
-1.7200e-05,0.44,0.28,,-4.3000e-04,0.66
-1.6800e-05,0.44,0.4,,-4.2000e-04,0.66
-1.6400e-05,1.56,0.32,,-4.1000e-04,0.66
-1.6000e-05,1.56,0.28,,-4.0000e-04,0.68
-1.5600e-05,1.36,0.4,,-3.9000e-04,0.68
-1.5200e-05,1.48,0.4,,-3.8000e-04,0.68
-1.4800e-05,1.32,0.32,,-3.7000e-04,0.66
