0,0.0053651833,0.9890396681,0.2677377139
0.00833,0.0855845065,0.9890396681,0.3219403418
0.01666,0.1504335752,0.9890396681,0.3089721865
0.02499,0.2578669494,0.9890396681,0.3131262189
0.03332,0.3331463918,0.9890396681,0.3146829564
0.04165,0.4094151288,0.9890396681,0.3240116449
0.04998,0.4854215813,0.9890396681,0.3487897827
0.05831,0.5969462363,0.9890396681,0.3544479549
0.06664,0.6687251119,0.9890396681,0.3749597857
0.07497,0.7379885114,0.9890396681,0.3984255595
0.0833,0.8367553545,0.9890396681,0.4202421307
0.09163,0.9292633656,0.9890396681,0.4474770482
0.09996,0.9875865403,0.9890396681,0.4670340947
0.10829,1.070443422,0.9890396681,0.4994192779
0.11662,1.1733486584,0.9890396681,0.539409008
0.12495,1.2457895875,0.9890396681,0.5638906529
0.13328,1.3373246459,0.9890396681,0.6080488514
0.14161,1.4242076048,0.9890396681,0.6593133155
0.14994,1.507202158,0.9890396681,0.7065813066
0.15827,1.5865588983,0.9890396681,0.7495194013
0.1666,1.6620728054,0.9890396681,0.7960527154
0.17493,1.7502188982,0.9890396681,0.8487153415
0.18326,1.8301160071,0.9890396681,0.8921106804
0.19159,1.9133726643,0.9890396681,0.9484804094
0.19992,2.0019672682,0.9890396681,1.0034042142
